"V1","V2","V3","V4","V5","V6","V7"
"Thailand","2369","149","30","4","Local transmission","0"
"Sri Lanka","186","10","6","1","Local transmission","0"
"Bangladesh","164","41","17","5","Local transmission","0"
"Myanmar","22","1","3","2","Local transmission","0"
"Maldives","19","0","0","0","Local transmission","5"
"Nepal","9","0","0","0","Local transmission","3"
"Bhutan","5","0","0","0","Imported cases only","5"
"Timor-Leste","1","0","0","0","Imported cases only","18"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","62589","2089","3872","133","Local transmission","0"
"Pakistan","4072","208","58","4","Local transmission","0"
"Saudi Arabia","2795","43","41","3","Local transmission","0"
"United Arab Emirates","2359","283","12","1","Local transmission","0"
"Qatar","2057","225","6","2","Local transmission","0"
"Egypt","1450","128","94","9","Local transmission","0"
"Morocco","1184","43","90","7","Local transmission","0"
"Iraq","1122","91","65","1","Local transmission","0"
"Bahrain","811","55","5","1","Local transmission","0"
"Kuwait","743","78","1","0","Local transmission","0"
"Tunisia","623","27","23","1","Local transmission","0"
"Lebanon","548","7","19","0","Local transmission","0"
"Afghanistan","423","56","14","3","Local transmission","0"
"Oman","419","48","2","0","Local transmission","0"
"Jordan","353","4","6","0","Local transmission","0"
"Djibouti","121","31","0","0","Local transmission","0"
"Libya","20","2","1","0","Local transmission","0"
"Syrian Arab Republic","19","0","2","0","Local transmission","2"
"Sudan","14","0","2","0","Local transmission","1"
"Somalia","8","1","0","0","Local transmission","0"
"","erritories**","","","","",""
"occupied Palestinianterritory","263","9","1","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","363321","29510","10845","1286","Local transmission","0"
"Canada","17049","1243","345","52","Local transmission","0"
"Brazil","12056","926","553","67","Local transmission","0"
"Chile","5116","301","43","6","Local transmission","0"
"Ecuador","3747","0","191","0","Local transmission","1"
"Peru","2561","280","92","9","Local transmission","0"
"Mexico","2439","296","125","31","Local transmission","0"
"Panama","2100","112","55","1","Local transmission","0"
"Dominican Republic","1956","128","98","12","Local transmission","0"
"Argentina","1628","74","53","7","Local transmission","0"
"Colombia","1579","94","46","11","Local transmission","0"
"Costa Rica","467","13","2","0","Local transmission","0"
"Uruguay","415","9","6","0","Local transmission","0"
"Cuba","396","46","11","2","Local transmission","0"
"Honduras","305","7","22","0","Local transmission","0"
