"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Belgium","49517","485","7765","62","Community transmission","0"
"Netherlands","40236","445","4987","94","Community transmission","0"
"Switzerland","29734","112","1466","32","Community transmission","0"
"Portugal","25190","0","1023","16","Community transmission","1"
"Sweden","22082","562","2669","16","Community transmission","0"
"Ireland","21176","343","1265","0","Community transmission","0"
"Israel","16152","0","227","0","Pending","1"
"Belarus","15828","911","97","4","Clusters of cases","0"
"Austria","15558","27","596","7","Community transmission","0"
"Poland","13375","270","664","13","Community transmission","0"
"Romania","12732","165","771","27","Community transmission","0"
"Ukraine","11913","502","288","9","Community transmission","0"
"Denmark","9407","96","475","15","Pending","0"
"Serbia","9362","157","189","4","Pending","0"
"Norway","7759","0","204","0","Pending","1"
"Czechia","7755","18","245","5","Community transmission","0"
"Finland","5179","128","220","2","Pending","0"
"Republic of Moldova","4052","72","124","2","Pending","0"
"Kazakhstan","3877","92","26","1","Pending","0"
"Luxembourg","3812","10","92","0","Pending","0"
"Hungary","2998","56","340","5","Clusters of cases","0"
"Greece","2620","29","143","3","Community transmission","0"
"Armenia","2386","113","35","2","Clusters of cases","0"
"Uzbekistan","2127","33","9","0","Clusters of cases","0"
