"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","5951","304","116","13","Community transmission","0"
"Algeria","4154","148","453","3","Community transmission","0"
"Nigeria","2170","238","68","10","Community transmission","0"
"Ghana","2074","0","17","0","Clusters of cases","1"
"Cameroon","2069","237","61","0","Clusters of cases","0"
"Guinea","1537","42","7","0","Community transmission","0"
"Côte d’Ivoire","1275","0","14","0","Clusters of cases","1"
"Senegal","1024","91","9","0","Clusters of cases","0"
"Niger","728","9","33","1","Clusters of cases","0"
"Burkina Faso","649","4","44","1","Community transmission","0"
"Democratic Republic of the","","","","","",""
"Congo","604","32","32","1","Clusters of cases","0"
"Mali","508","18","26","0","Clusters of cases","0"
"United Republic of Tanzania","480","0","17","0","Clusters of cases","2"
"Kenya","411","15","21","4","Clusters of cases","0"
"Mauritius","332","0","10","0","Community transmission","5"
"Equatorial Guinea","315","0","2","0","Clusters of cases","3"
"Gabon","308","32","4","1","Clusters of cases","0"
"Guinea-Bissau","257","56","1","0","Sporadic cases","0"
"Rwanda","249","6","0","0","Clusters of cases","0"
"Congo","229","9","10","1","Clusters of cases","0"
"Liberia","152","11","18","2","Clusters of cases","0"
