"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cuba","2 219","8","84","1","Clusters of cases","0"
"Nicaragua","1 655","0","55","0","Community transmission","1"
"Costa Rica","1 461","86","12","1","Clusters of cases","0"
"Paraguay","1 230","28","11","0","Community transmission","0"
"Uruguay","847","1","23","0","Clusters of cases","0"
"Jamaica","598","0","10","0","Clusters of cases","3"
"Guyana","156","0","12","0","Clusters of cases","1"
"Suriname","144","7","2","0","Clusters of cases","0"
"Trinidad and Tobago","117","0","8","0","Sporadic cases","11"
"Bahamas","103","0","11","0","Clusters of cases","5"
"Barbados","96","0","7","0","Clusters of cases","1"
"Saint Vincent and the Grenadines","27","0","0","0","Sporadic cases","3"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","39"
"Grenada","23","0","0","0","Clusters of cases","16"
"Belize","20","0","2","0","Sporadic cases","1"
"Saint Lucia","19","0","0","0","Sporadic cases","6"
"Dominica","16","0","0","0","Clusters of cases","62"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","52"
"Territoriesii","","","","","",""
"Puerto Rico","5 352","23","144","1","Community transmission","0"
"French Guiana","917","52","2","0","Clusters of cases","0"
"Martinique","202","0","14","0","Clusters of cases","5"
"Cayman Islands","180","4","1","0","Clusters of cases","0"
"Guadeloupe","164","0","14","0","Clusters of cases","6"
