"V1","V2","V3","V4","V5","V6","V7"
"Grenada","18","0","0","0","Clusters of cases","2"
"Dominica","16","0","0","0","Clusters of cases","18"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","8"
"Saint Lucia","15","0","0","0","Sporadic cases","17"
"Saint Vincent and theGrenadines","15","0","0","0","Sporadic cases","1"
"Nicaragua","13","0","3","0","Pending","2"
"Suriname","10","0","1","0","Sporadic cases","25"
"","Territories**","","","","",""
"Puerto Rico","1400","11","54","1","Clusters of cases","0"
"Martinique","175","0","14","0","Clusters of cases","2"
"Guadeloupe","149","0","11","1","Clusters of cases","4"
"French Guiana","124","13","1","0","Clusters of cases","0"
"Bermuda","110","1","6","0","Clusters of cases","0"
"Aruba","100","0","2","0","Clusters of cases","6"
"Sint Maarten","75","1","13","0","Clusters of cases","0"
"Cayman Islands","70","0","1","0","Clusters of cases","3"
"United States VirginIslands","59","0","4","0","Clusters of cases","1"
"Saint Martin","38","0","3","0","Sporadic cases","6"
"Curaçao","16","0","1","0","Sporadic cases","1"
"Falkland Islands(Malvinas)","13","0","0","0","Clusters of cases","3"
"Turks and CaicosIslands","12","0","1","0","Sporadic cases","1"
"Montserrat","11","0","1","0","Sporadic cases","15"
"Bonaire, Sint Eustatiusand Saba","6","0","0","0","Sporadic cases","1"
"British Virgin Islands","6","0","1","0","Sporadic cases","3"
"Saint Barthélemy","6","0","0","0","Sporadic cases","29"
"Anguilla","3","0","0","0","Sporadic cases","25"
"Saint Pierre andMiquelon","1","0","0","0","Sporadic cases","21"
"","African Region","","","","",""
"South Africa","4996","203","93","3","Communitytransmission","0"
"Algeria","3649","132","437","5","Communitytransmission","0"
"Cameroon","1705","84","58","2","Clusters of cases","0"
"Ghana","1671","121","16","5","Clusters of cases","0"
"Nigeria","1337","0","40","0","Communitytransmission","1"
"Guinea","1240","77","7","0","Communitytransmission","0"
"Côte d’Ivoire","1183","19","14","0","Clusters of cases","0"
"Senegal","823","88","9","0","Clusters of cases","0"
"Niger","709","8","31","2","Clusters of cases","0"
"Burkina Faso","638","6","42","0","Communitytransmission","0"
"Democratic Republicof the Congo","491","20","30","0","Clusters of cases","0"
"Mali","424","16","24","1","Clusters of cases","0"
