"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Croatia","2101","5","80","1","Community transmission","0"
"Azerbaijan","1984","52","26","1","Clusters of cases","0"
"Bosnia and Herzegovina","1926","69","77","1","Community transmission","0"
"Iceland","1799","0","10","0","Community transmission","1"
"Estonia","1703","3","55","0","Pending","0"
"Bulgaria","1652","34","78","5","Clusters of cases","0"
"North Macedonia","1518","7","85","1","Clusters of cases","0"
"Slovenia","1439","0","97","1","Community transmission","2"
"Lithuania","1419","9","46","0","Community transmission","0"
"Slovakia","1413","5","25","1","Clusters of cases","0"
"Latvia","896","17","16","0","Community transmission","0"
"Cyprus","874","2","20","0","Clusters of cases","0"
"Kyrgyzstan","843","13","10","0","Clusters of cases","0"
"Albania","803","8","31","0","Clusters of cases","0"
"Andorra","751","2","45","0","Community transmission","0"
"Georgia","604","11","9","0","Community transmission","0"
"San Marino","582","0","41","0","Community transmission","1"
"Malta","480","3","4","0","Pending","0"
"Montenegro","323","1","8","0","Clusters of cases","0"
"Tajikistan","230","102","7","3","Pending","0"
"Monaco","95","0","1","0","Sporadic cases","1"
"Liechtenstein","83","0","1","0","Pending","9"
"Holy See","11","0","0","0","Sporadic cases","4"
