"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","24 264","649","524","43","Community transmission","0"
"Algeria","8 697","194","617","8","Community transmission","0"
"Nigeria","8 344","276","249","16","Community transmission","0"
"Ghana","6 964","156","32","0","Community transmission","0"
"Cameroon","5 436","546","177","12","Community transmission","0"
"Guinea","3 358","36","20","0","Community transmission","0"
"Senegal","3 161","31","37","2","Community transmission","0"
"Côte d’Ivoire","2 477","54","30","0","Community transmission","0"
"Democratic Republic of the Congo","2 402","98","67","1","Community transmission","0"
"Gabon","2 238","103","14","0","Community transmission","0"
"Kenya","1 348","62","52","0","Community transmission","0"
"Guinea-Bissau","1 173","0","6","0","Community transmission","2"
"Mali","1 077","18","70","3","Community transmission","0"
"Equatorial Guinea","1 043","0","12","0","Community transmission","3"
"Niger","952","1","63","1","Community transmission","0"
"Zambia","920","0","7","0","Community transmission","4"
"Burkina Faso","845","4","53","1","Community transmission","0"
"South Sudan","806","151","8","0","Clusters of cases","0"
"Sierra Leone","754","19","44","2","Community transmission","0"
"Ethiopia","701","46","6","1","Clusters of cases","0"
"Chad","700","13","62","1","Community transmission","0"
