"V1","V2","V3","V4","V5","V6","V7"
"Curaçao","14","0","1","0","Sporadic Cases","1"
"Montserrat","8","0","0","0","Sporadic Cases","1"
"Turks and CaicosIslands","8","0","1","0","Sporadic Cases","2"
"Saint Barthelemy","6","0","0","0","","10"
"Falkland Islands(Malvinas)","5","0","0","0","Sporadic Cases","1"
"Anguilla","3","0","0","0","Sporadic Cases","6"
"British Virgin Islands","3","0","0","0","Sporadic Cases","9"
"Bonaire, Sint Eustatiusand Saba","2","0","0","0","Sporadic Cases","6"
"Saint Pierre andMiquelon","1","0","0","0","Sporadic Cases","2"
"","African Region","","","","",""
"South Africa","1934","89","18","0","CommunityTransmission","0"
"Algeria","1666","94","235","30","CommunityTransmission","0"
"Cameroon","730","0","10","0","Clusters of cases","1"
"Burkina Faso","414","30","19","0","Clusters of cases","0"
"Niger","410","68","11","0","Clusters of cases","0"
"Côte d’Ivoire","384","0","3","0","Clusters of cases","1"
"Mauritius","314","41","7","0","Clusters of cases","0"
"Ghana","313","0","6","0","Clusters of cases","1"
"Nigeria","288","12","7","1","Clusters of cases","0"
"Senegal","250","6","2","0","Clusters of cases","0"
"Democratic Republicof the Congo","215","8","20","0","Clusters of cases","0"
"Guinea","194","30","0","0","Clusters of cases","0"
"Kenya","184","5","7","1","Clusters of cases","0"
"Rwanda","113","3","0","0","Sporadic Cases","0"
"Madagascar","95","2","0","0","Clusters of cases","0"
"Togo","73","3","3","0","Sporadic Cases","0"
"Congo","60","0","5","0","Clusters of cases","1"
"Mali","59","3","7","1","Sporadic Cases","0"
"Ethiopia","56","1","2","0","Sporadic Cases","0"
"Uganda","53","0","0","0","Sporadic Cases","1"
"Gabon","44","20","1","0","Sporadic Cases","0"
"Zambia","39","0","1","0","Sporadic Cases","7"
"Guinea-Bissau","35","2","0","0","Sporadic Cases","0"
"Eritrea","33","0","0","0","Sporadic Cases","1"
"Liberia","31","0","4","0","Sporadic Cases","1"
"Benin","30","4","1","0","Sporadic Cases","0"
"United Republic ofTanzania","25","0","1","0","Sporadic Cases","1"
"Angola","19","0","2","0","Sporadic Cases","1"
"Equatorial Guinea","18","2","0","0","Sporadic Cases","0"
"Mozambique","17","0","0","0","Sporadic Cases","1"
"Namibia","16","0","0","0","Sporadic Cases","4"
"Botswana","13","7","1","0","Sporadic Cases","0"
"Eswatini","12","0","0","0","Sporadic Cases","1"
