"V1","V2","V3","V4","V5","V6","V7"
"Bermuda","39","0","2","0","Cluster of cases","1"
"Saint Martin","31","0","2","0","Sporadic Cases","2"
"Curaçao","14","1","1","0","Sporadic Cases","0"
"Montserrat","8","2","0","0","Sporadic Cases","0"
"Turks and CaicosIslands","8","0","1","0","Sporadic Cases","1"
"Saint Barthélemy","6","0","0","0","Sporadic Cases","9"
"Falkland Islands(Malvinas)","5","3","0","0","Sporadic Cases","0"
"Anguilla","3","0","0","0","Sporadic Cases","5"
"British Virgin Islands","3","0","0","0","Sporadic Cases","8"
"Bonaire, Sint Eustatiusand Saba","2","0","0","0","Sporadic Cases","5"
"Saint Pierre andMiquelon","1","0","0","0","Sporadic Cases","1"
"","African Region","","","","",""
"South Africa","1845","96","18","5","CommunityTransmission","0"
"Algeria","1572","104","205","11","CommunityTransmission","0"
"Cameroon","730","175","10","1","Cluster of cases","0"
"Burkina Faso","384","20","19","1","Cluster of cases","0"
"Côte d’Ivoire","384","35","3","0","Cluster of cases","0"
"Niger","342","64","11","0","Cluster of cases","0"
"Ghana","313","26","6","1","Cluster of cases","0"
"Nigeria","276","22","6","0","Cluster of cases","0"
"Mauritius","273","5","7","0","Cluster of cases","0"
"Senegal","244","7","2","0","Cluster of cases","0"
"Democratic Republicof the Congo","207","24","20","0","Cluster of cases","0"
"Kenya","179","7","6","0","Cluster of cases","0"
"Guinea","164","20","0","0","Cluster of cases","0"
"Rwanda","110","5","0","0","Sporadic Cases","0"
"Madagascar","93","1","0","0","Cluster of cases","0"
"Togo","70","12","3","0","Sporadic Cases","0"
"Congo","60","15","5","0","Cluster of cases","0"
"Mali","56","9","6","1","Sporadic Cases","0"
"Ethiopia","55","3","2","1","Sporadic Cases","0"
"Uganda","53","1","0","0","Sporadic Cases","0"
"Zambia","39","0","1","0","Sporadic Cases","6"
"Eritrea","33","2","0","0","Sporadic Cases","0"
"Guinea-Bissau","33","0","0","0","Sporadic Cases","2"
"Liberia","31","17","4","1","Sporadic Cases","0"
"Benin","26","0","1","0","Sporadic Cases","1"
"United Republic ofTanzania","25","1","1","0","Sporadic Cases","0"
"Gabon","24","0","1","0","Sporadic Cases","1"
"Angola","19","2","2","0","Sporadic Cases","0"
"Mozambique","17","7","0","0","Sporadic Cases","0"
"Equatorial Guinea","16","0","0","0","Sporadic Cases","4"
"Namibia","16","0","0","0","Sporadic Cases","3"
