"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Isle of Man","336","0","24","0","Pending","28"
"Jersey","318","2","30","0","Community transmission","0"
"Guernsey","252","0","13","0","Community transmission","47"
"Faroe Islands","187","0","0","0","Pending","56"
"Gibraltar","176","0","0","0","Clusters of cases","10"
"Greenland","13","0","0","0","Pending","21"
"South-East Asia","","","","","",""
"India","380 532","13 586","12 573","336","Clusters of cases","0"
"Bangladesh","102 292","3 803","1 343","38","Community transmission","0"
"Indonesia","42 762","1 331","2 339","63","Community transmission","0"
"Nepal","7 848","671","22","2","Sporadic cases","0"
"Thailand","3 146","5","58","0","Clusters of cases","0"
"Maldives","2 137","17","8","0","Clusters of cases","0"
"Sri Lanka","1 947","23","11","0","Clusters of cases","0"
"Myanmar","286","23","6","0","Clusters of cases","0"
"Bhutan","67","0","0","0","Sporadic cases","3"
"Timor-Leste","24","0","0","0","Clusters of cases","56"
"Western Pacific","","","","","",""
"China","84 940","37","4 645","0","Clusters of cases","0"
"Singapore","41 473","257","26","0","Clusters of cases","0"
"Philippines","27 799","561","1 116","8","Community transmission","0"
"Japan","17 740","72","935","0","Clusters of cases","0"
"Republic of Korea","12 306","49","280","0","Clusters of cases","0"
