"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Australia","7 267","0","102","0","Clusters of cases","1"
"New Zealand","1 154","0","22","0","Clusters of cases","20"
"Viet Nam","332","0","0","0","Clusters of cases","2"
"Mongolia","194","0","0","0","Sporadic cases","2"
"Brunei Darussalam","141","0","2","0","Clusters of cases","34"
"Cambodia","126","0","0","0","Sporadic cases","4"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","59"
"Fiji","18","0","0","0","Sporadic cases","51"
"Papua New Guinea","8","0","0","0","Sporadic cases","49"
"Territoriesii","","","","","",""
"Guam","174","2","5","0","Clusters of cases","0"
"","60","0","0","0","Sporadic cases","36"
"French Polynesia","","","","","",""
"Northern Mariana Islands","30","0","2","0","Pending","1"
"(Commonwealth of the)","","","","","",""
"New Caledonia","21","0","0","0","Sporadic cases","1"
"Subtotal for all regions","7 273 217","128 419","413 359","5 347","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","7 273 958","128 419","413 372","5 347","",""
