"V1","V2","V3","V4","V5","V6","V7"
"United Republic of","","","","","",""
"Tanzania","300","15","10","0","Clusters of cases","0"
"Equatorial Guinea","212","128","1","0","Clusters of cases","0"
"Congo","200","14","6","0","Clusters of cases","0"
"Rwanda","176","22","0","0","Clusters of cases","0"
"Gabon","172","6","3","1","Clusters of cases","0"
"Madagascar","122","1","0","0","Clusters of cases","0"
"Ethiopia","117","1","3","0","Clusters of cases","0"
"Liberia","117","16","8","0","Clusters of cases","0"
"Togo","90","2","6","0","Clusters of cases","0"
"Cabo Verde","88","21","1","0","Sporadic cases","0"
"Zambia","84","8","3","0","Sporadic cases","0"
"Sierra Leone","82","18","3","2","Clusters of cases","0"
"Uganda","75","12","0","0","Sporadic cases","0"
"Mozambique","65","24","0","0","Sporadic cases","0"
"Benin","58","0","1","0","Sporadic cases","1"
"Guinea-Bissau","52","0","0","0","Sporadic cases","1"
"Chad","40","6","0","0","Sporadic cases","0"
"Eswatini","40","9","1","0","Sporadic cases","0"
"Eritrea","39","0","0","0","Sporadic cases","6"
"Malawi","33","0","3","0","Sporadic cases","1"
"Zimbabwe","29","1","4","0","Sporadic cases","0"
"Angola","25","0","2","0","Sporadic cases","1"
"Botswana","22","0","1","0","Sporadic cases","2"
"Central African","","","","","",""
"Republic","19","3","0","0","Sporadic cases","0"
"Namibia","16","0","0","0","Sporadic cases","19"
"Burundi","12","1","1","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Sporadic cases","18"
"Gambia","10","0","1","0","Sporadic cases","4"
"São Tomé and","","","","","",""
"Príncipe","8","0","0","0","Sporadic cases","1"
"Mauritania","7","0","1","0","Sporadic cases","14"
"South Sudan","5","1","0","0","Sporadic cases","0"
"Territories**","","","","","",""
"Réunion","412","0","0","0","Clusters of cases","412"
"Mayotte","354","15","4","0","Clusters of cases","354"
"Subtotal for all","","","","","",""
"","2719185","93716","187692","5767","",""
"Regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","13","0","Not Applicable††","39"
"Princess)","","","","","",""
"Grand total","2719897","93716","187705","5767","",""
