"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","974","1","65","0","Community transmission","0"
"Burkina Faso","891","1","53","0","Community transmission","0"
"Chad","844","5","71","1","Community transmission","0"
"Uganda","775","0","0","0","Sporadic cases","1"
"Congo","718","35","24","4","Community transmission","0"
"Cabo Verde","585","18","5","0","Clusters of cases","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","33"
"Togo","497","0","13","0","Community transmission","1"
"Rwanda","463","12","2","0","Sporadic cases","0"
"Malawi","455","12","4","0","Clusters of cases","0"
"Mozambique","453","20","2","0","Clusters of cases","0"
"Liberia","383","13","31","1","Community transmission","0"
"Eswatini","371","31","3","0","Clusters of cases","0"
"Benin","339","34","4","0","Community transmission","0"
"Mauritius","337","0","10","0","Clusters of cases","4"
"Zimbabwe","314","27","4","0","Sporadic cases","0"
"São Tomé and Príncipe","295","0","10","0","Clusters of cases","14"
"Comoros","97","0","2","0","Community transmission","3"
"Angola","96","4","4","0","Clusters of cases","0"
"Burundi","83","0","1","0","Clusters of cases","3"
"Botswana","42","0","1","0","Clusters of cases","1"
"Eritrea","41","0","0","0","Sporadic cases","5"
"Namibia","31","0","0","0","Sporadic cases","1"
