"V1","V2","V3","V4","V5","V6","V7"
"United Republic of","","","","","",""
"Tanzania","285","0","10","0","Clusters of cases","1"
"Congo","186","0","6","0","Clusters of cases","1"
"Gabon","166","0","2","1","Clusters of cases","1"
"Rwanda","154","1","0","0","Clusters of cases","0"
"Madagascar","121","0","0","0","Clusters of cases","4"
"Ethiopia","116","0","3","0","Clusters of cases","1"
"Liberia","101","0","8","0","Clusters of cases","2"
"Togo","88","0","6","0","Clusters of cases","1"
"Equatorial Guinea","84","0","1","0","Clusters of cases","1"
"Zambia","76","2","3","0","Sporadic cases","0"
"Cabo Verde","67","0","1","0","Sporadic cases","2"
"Sierra Leone","64","3","1","0","Clusters of cases","0"
"Uganda","63","2","0","0","Sporadic cases","0"
"Benin","58","4","1","0","Sporadic cases","0"
"Guinea-Bissau","52","2","0","0","Sporadic cases","0"
"Mozambique","41","0","0","0","Sporadic cases","1"
"Eritrea","39","0","0","0","Sporadic cases","5"
"Chad","34","0","0","0","Sporadic cases","2"
"Malawi","33","10","3","0","Sporadic cases","0"
"Eswatini","31","0","1","0","Sporadic cases","1"
"Zimbabwe","28","0","4","0","Sporadic cases","2"
"Angola","25","1","2","0","Sporadic cases","0"
"Botswana","22","0","1","0","Sporadic cases","1"
"Central African","","","","","",""
"Republic","16","2","0","0","Sporadic cases","0"
"Namibia","16","0","0","0","Sporadic cases","18"
"Burundi","11","0","1","0","Sporadic cases","2"
"Seychelles","11","0","0","0","Sporadic cases","17"
"Gambia","10","0","1","0","Sporadic cases","3"
"São Tomé and","","","","","",""
"Príncipe","8","1","0","0","Sporadic cases","0"
"Mauritania","7","0","1","0","Sporadic cases","13"
"South Sudan","4","0","0","0","Sporadic cases","12"
"Territories**","","","","","",""
"Réunion","412","2","0","0","Clusters of cases","0"
"Mayotte","339","13","4","0","Clusters of cases","0"
"Subtotal for all","","","","","",""
"","2625609","81529","181925","6260","",""
"Regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","13","0","Not Applicable††","39"
"Princess)","","","","","",""
"Grand total","2626321","81529","181938","6260","",""
