"V1","V2","V3","V4","V5","V6","V7"
"Denmark","3107","247","104","14","Local transmission","0"
"Russian Federation","2777","440","24","7","Local transmission","0"
"Poland","2554","243","43","10","Local transmission","0"
"Romania","2460","215","85","16","Local transmission","0"
"Luxembourg","2319","141","29","6","Local transmission","0"
"Finland","1446","62","17","0","Local transmission","0"
"Greece","1375","61","50","1","Local transmission","0"
"Iceland","1220","85","2","0","Local transmission","0"
"Serbia","1060","160","13","0","Local transmission","0"
"Croatia","963","96","6","0","Local transmission","0"
"Slovenia","841","27","15","2","Local transmission","0"
"Ukraine","804","135","20","3","Local transmission","0"
"Estonia","779","34","5","1","Local transmission","0"
"Lithuania","581","48","8","1","Local transmission","0"
"Armenia","571","39","3","0","Local transmission","0"
"Hungary","525","33","20","4","Local transmission","0"
"Bosnia andHerzegovina","464","51","13","1","Local transmission","0"
"Latvia","446","48","0","0","Local transmission","0"
"Republic of Moldova","423","70","5","2","Local transmission","0"
"Bulgaria","422","23","10","2","Local transmission","0"
"Slovakia","400","37","0","0","Local transmission","0"
"Andorra","396","20","13","1","Local transmission","0"
"Kazakhstan","386","38","3","1","Local transmission","0"
"Azerbaijan","359","61","5","0","Local transmission","0"
"North Macedonia","354","25","11","2","Local transmission","0"
"Cyprus","320","58","9","1","Local transmission","0"
"Albania","277","34","15","2","Local transmission","0"
"San Marino","236","0","28","2","Local transmission","1"
"Belarus","192","40","2","2","Local transmission","0"
"Uzbekistan","190","17","2","0","Local transmission","0"
"Malta","188","21","0","0","Local transmission","0"
"Georgia","121","6","0","0","Local transmission","0"
"Montenegro","120","15","2","0","Local transmission","0"
"Kyrgyzstan","115","4","0","0","Local transmission","0"
"Liechtenstein","72","4","0","0","Under investigation","0"
"Monaco","37","0","0","0","Local transmission","1"
"Holy See","6","0","0","0","Under investigation","3"
"","Territories**","","","","",""
"Faroe Islands","173","4","0","0","Local transmission","0"
"Kosovo[1]","125","13","1","0","Local transmission","0"
"Gibraltar","69","0","0","0","Local transmission","2"
"Jersey","81","18","2","0","Local transmission","0"
"Guernsey","78","18","1","0","Local transmission","0"
"Isle of Man","65","13","0","0","Local transmission","0"
"Greenland","10","0","0","0","Under investigation","4"
"","South-East Asia Region","","","","",""
"Thailand","1771","0","12","0","Local transmission","1"
"Indonesia","1677","149","157","21","Local transmission","0"
"India","1636","0","38","0","Local transmission","1"
