"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Australia","7 221","17","103","0","Clusters of cases","0"
"New Zealand","1 154","0","22","0","Clusters of cases","12"
"Viet Nam","328","0","0","0","Clusters of cases","3"
"Mongolia","185","0","0","0","Sporadic cases","1"
"Brunei Darussalam","141","0","2","0","Clusters of cases","26"
"Cambodia","125","0","0","0","Sporadic cases","4"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","51"
"Fiji","18","0","0","0","Sporadic cases","43"
"Papua New Guinea","8","0","0","0","Sporadic cases","41"
"Territoriesii","","","","","",""
"Guam","169","2","5","0","Clusters of cases","0"
"French Polynesia","60","0","0","0","Sporadic cases","28"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","23","1","2","0","Pending","0"
"New Caledonia","19","0","0","0","Sporadic cases","5"
"Subtotal for all regions","6 287 030","93 246","379 928","3 621","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","6 287 771","93 246","379 941","3 621","",""
