"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malaysia","8 587","15","121","0","Clusters of cases","0"
"Australia","7 474","13","102","0","Clusters of cases","0"
"New Zealand","1 165","2","22","0","Clusters of cases","0"
"Viet Nam","349","0","0","0","Clusters of cases","3"
"Mongolia","213","7","0","0","Sporadic cases","0"
"Brunei Darussalam","141","0","3","0","Clusters of cases","46"
"Cambodia","129","0","0","0","Sporadic cases","5"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","71"
"Fiji","18","0","0","0","Sporadic cases","63"
"Papua New Guinea","9","0","0","0","Sporadic cases","2"
"Territoriesii","","","","","",""
"Guam","216","2","5","0","Clusters of cases","0"
"French Polynesia","60","0","0","0","Sporadic cases","48"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","30","0","2","0","Pending","13"
"New Caledonia","21","0","0","0","Sporadic cases","13"
"Subtotal for all regions","8 992 918","133 326","469 574","3 847","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","8 993 659","133 326","469 587","3 847","",""
