"V1","V2","V3","V4","V5","V6","V7"
"Chad","5","2","0","0","Imported cases only","0"
"Guinea","5","1","0","0","Imported cases only","0"
"Mozambique","5","0","0","0","Local transmission","1"
"Congo","4","0","0","0","Imported cases only","5"
"Cabo Verde","3","0","0","0","Imported cases only","5"
"Liberia","3","0","0","0","Local transmission","5"
"Mauritania","3","1","0","0","Imported cases only","0"
"Zambia","3","0","0","0","Imported cases only","4"
"Zimbabwe","3","1","1","0","Imported cases only","0"
"Angola","2","0","0","0","Imported cases only","5"
"Gambia","2","0","0","0","Imported cases only","2"
"Guinea-Bissau","2","0","0","0","Imported cases only","1"
"Mali","2","0","0","0","Imported cases only","1"
"Territories**","","","","","",""
"Réunion","135","41","0","0","Local transmission","0"
"Mayotte","50","15","0","0","Local transmission","0"
"Subtotal for all","","","","","",""
"","508452","46484","23328","2501","",""
"regions","","","","","",""
"International","","","","","",""
"conveyance","712","0","7","0","Local transmission","11"
"(Diamond Princess)","","","","","",""
"Grand total","509164","46484","23335","2501","",""
