"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","141","0","9","0","Clusters of cases","1"
"Aruba","101","0","3","0","No cases","29"
"Sint Maarten","78","0","15","0","Sporadic cases","21"
"United States Virgin Islands","70","0","6","0","Clusters of cases","2"
"Saint Martin","41","0","3","0","Sporadic cases","4"
"Curaçao","20","0","1","0","Sporadic cases","6"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","39"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","37"
"Montserrat","11","0","1","0","Sporadic cases","51"
"British Virgin Islands","8","0","1","0","Sporadic cases","19"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","9"
"Saint Barthélemy","6","0","0","0","Sporadic cases","65"
"Anguilla","3","0","0","0","Sporadic cases","61"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","57"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","160 696","3 134","8 012","70","Community transmission","0"
"Saudi Arabia","91 182","2 171","579","30","Clusters of cases","0"
"Pakistan","85 264","4 801","1 770","82","Clusters of cases","0"
"Qatar","62 160","1 901","45","2","Community transmission","0"
"United Arab Emirates","36 359","571","270","1","Pending","0"
"Kuwait","29 359","710","230","4","Clusters of cases","0"
"Egypt","28615","1 079","1 088","36","Clusters of cases","0"
"Afghanistan","17 891","624","299","5","Clusters of cases","0"
"Oman","13 537","738","67","8","Clusters of cases","0"
