"V1","V2","V3","V4","V5","V6","V7"
"Kenya","1","0","0","0","Imported cases only","1"
"Mauritania","1","1","0","0","Imported cases only","0"
"Togo","1","0","0","0","Imported cases only","8"
"Territories**","","","","","",""
"Réunion","6","1","0","0","Imported cases only","0"
"Mayotte","1","1","0","0","Imported cases only","0"
"Subtotal for all","","","","","",""
"","","","","","",""
"regions","71772","10955","2524","333","",""
"International","","","","","",""
"conveyance","697","0","7","0","Local transmission","1"
"(Diamond Princess)","","","","","",""
"Grand total","72469","10955","2531","333","",""
