"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cuba","1 941","10","82","1","Clusters of cases","0"
"El Salvador","1 915","96","35","2","Community transmission","0"
"Venezuela (Bolivarian Republic of)","1 010","66","10","0","Community transmission","0"
"Costa Rica","918","7","10","0","Clusters of cases","0"
"Haiti","865","53","26","1","Community transmission","0"
"Paraguay","862","12","11","0","Community transmission","0"
"Uruguay","764","11","22","2","Clusters of cases","0"
"Jamaica","550","6","9","0","Clusters of cases","0"
"Nicaragua","279","0","17","0","Community transmission","4"
"Guyana","127","0","10","0","Clusters of cases","2"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","27"
"Bahamas","100","3","11","0","Clusters of cases","0"
"Barbados","92","2","7","0","Clusters of cases","0"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","21"
"Grenada","22","0","0","0","Clusters of cases","9"
"Belize","18","0","2","0","Sporadic cases","40"
"Saint Lucia","18","0","0","0","Sporadic cases","20"
"Saint Vincent and the Grenadines","18","0","0","0","Sporadic cases","4"
"Dominica","16","0","0","0","Clusters of cases","44"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","34"
"Suriname","11","0","1","0","Sporadic cases","6"
"Territoriesii","","","","","",""
"Puerto Rico","3 189","89","127","0","Community transmission","0"
