"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Belarus","39 858","902","219","5","Community transmission","0"
"Sweden","35 727","639","4 266","46","Community transmission","0"
"Portugal","31 596","304","1 369","13","Community transmission","0"
"Switzerland","30 713","20","1 654","6","Community transmission","0"
"Ireland","24 841","38","1 639","8","Community transmission","0"
"Poland","22 825","352","1 038","10","Community transmission","0"
"Ukraine","22 811","429","679","10","Community transmission","0"
"Romania","18 791","197","1 229","10","Community transmission","0"
"Israel","16 809","38","281","0","Pending","0"
"Austria","16 543","28","668","23","Community transmission","0"
"Denmark","11 512","32","568","3","Community transmission","0"
"Serbia","11 300","25","241","1","Pending","0"
"Kazakhstan","9 932","356","37","0","Clusters of cases","0"
"Czechia","9 140","54","319","2","Clusters of cases","0"
"Armenia","8 676","460","120","7","Community transmission","0"
"Norway","8 401","18","236","1","Clusters of cases","0"
"Republic of Moldova","7 725","188","282","6","Community transmission","0"
"Finland","6 743","51","313","0","Pending","0"
"Azerbaijan","4 759","191","56","2","Clusters of cases","0"
"Luxembourg","4 008","7","110","0","Clusters of cases","0"
"Hungary","3 841","25","517","8","Community transmission","0"
"Tajikistan","3 563","139","47","0","Pending","0"
"Uzbekistan","3 463","67","14","0","Clusters of cases","0"
"Greece","2 906","3","175","2","Clusters of cases","0"
