"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Philippines","8928","156","603","24","Clusters of cases","0"
"Australia","6783","16","93","0","Clusters of cases","0"
"Malaysia","6176","105","103","0","Clusters of cases","0"
"New Zealand","1136","2","20","0","Clusters of cases","0"
"Viet Nam","270","0","0","0","Clusters of cases","8"
"Brunei Darussalam","138","0","1","0","Sporadic cases","13"
"Cambodia","122","0","0","0","Sporadic cases","21"
"Mongolia","39","1","0","0","Sporadic cases","0"
"Lao People's Democratic","","","","","",""
"Republic","19","0","0","0","Sporadic cases","20"
"Fiji","18","0","0","0","Sporadic cases","12"
"Papua New Guinea","8","0","0","0","Sporadic cases","10"
"Territoriesii","","","","","",""
"Guam","144","2","5","0","Clusters of cases","0"
"French Polynesia","58","0","0","0","Sporadic cases","5"
"New Caledonia","18","0","0","0","Sporadic cases","30"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","14","0","2","0","Pending","15"
"Subtotal for all regions","3 349 074","82 763","238 615","8657","",""
"Other*","712","0","13","0","-","48"
"Grand total","","","","","",""
"","3 349 786","82 763","238 628","8657","",""
