"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","295","0","26","0","Pending","1"
"Guernsey","252","0","13","0","Community transmission","12"
"Faroe Islands","187","0","0","0","Pending","21"
"Gibraltar","147","0","0","0","Clusters of cases","2"
"Greenland","11","0","0","0","Pending","39"
"South-East Asia","","","","","",""
"India","81 970","3 967","2 649","100","Clusters of cases","0"
"Bangladesh","18 863","1 041","283","14","Clusters of cases","0"
"Indonesia","16 006","568","1 043","15","Community transmission","0"
"Thailand","3 025","7","56","0","Clusters of cases","0"
"Maldives","982","27","4","0","Clusters of cases","0"
"Sri Lanka","925","10","9","0","Clusters of cases","0"
"Nepal","258","12","0","0","Sporadic cases","0"
"Myanmar","181","0","6","0","Clusters of cases","1"
"Timor-Leste","24","0","0","0","Clusters of cases","21"
"Bhutan","20","5","0","0","Sporadic cases","0"
"Western Pacific","","","","","",""
"China","84 469","5","4 644","0","Clusters of cases","0"
"Singapore","26 098","752","21","0","Clusters of cases","0"
"Japan","16 193","114","710","23","Clusters of cases","0"
"Philippines","11 876","258","790","18","Community transmission","0"
"Republic of Korea","11 018","27","260","0","Clusters of cases","0"
"Australia","6 989","14","98","0","Clusters of cases","0"
"Malaysia","6 819","40","112","1","Clusters of cases","0"
