"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Oman","8 118","348","37","0","Clusters of cases","0"
"Morocco","7 577","45","202","2","Clusters of cases","0"
"Iraq","4 848","216","169","6","Clusters of cases","0"
"Sudan","4 146","170","184","14","Community transmission","0"
"Djibouti","2 468","0","14","0","Clusters of cases","1"
"Somalia","1 711","22","67","1","Sporadic cases","0"
"Lebanon","1 140","21","26","0","Clusters of cases","0"
"Tunisia","1 051","0","48","0","Community transmission","2"
"Jordan","718","7","9","0","Clusters of cases","0"
"Yemen","253","16","50","5","Pending","0"
"Syrian Arab Republic","121","15","4","0","Community transmission","0"
"Libya","77","2","3","0","Clusters of cases","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","605","3","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","370 680","8 338","3 968","161","Clusters of cases","0"
"The United Kingdom","265 231","4 043","37 048","134","Community transmission","0"
"Spain","236 631","1 231","29 035","2201","Community transmission","0"
"Italy","230 555","397","32 955","78","Community transmission","0"
"Germany","179 364","362","8 349","47","Community transmission","0"
"Turkey","158 762","948","4 397","28","Community transmission","0"
"France","142 704","222","284 77","98","Community transmission","0"
"Belgium","57 455","113","9 334","22","Community transmission","0"
"Netherlands","45 578","133","5 856","26","Community transmission","0"
