"V1","V2","V3","V4","V5","V6","V7"
"Egypt","402","36","20","1","Local transmission","0"
"Bahrain","392","15","3","1","Local transmission","0"
"Iraq","316","50","27","4","Local transmission","0"
"Lebanon","304","37","4","0","Local transmission","0"
"United Arab Emirates","248","50","2","0","Local transmission","0"
"Kuwait","195","4","0","0","Local transmission","0"
"Morocco","170","27","5","1","Local transmission","0"
"Jordan","153","26","0","0","Imported cases only","0"
"Tunisia","114","25","3","0","Local transmission","0"
"Oman","99","15","0","0","Local transmission","0"
"Afghanistan","74","32","1","0","Imported cases only","0"
"Djibouti","3","0","0","0","Imported cases only","1"
"Sudan","3","1","1","0","Imported cases only","0"
"Libya","1","1","0","0","Imported cases only","0"
"Somalia","1","0","0","0","Imported cases only","8"
"Syrian Arab Republic","1","0","0","0","Imported cases only","2"
"","Territories**","","","","",""
"occupied Palestinianterritory","60","1","0","0","Local transmission","0"
"","Region of the Americas","","","","",""
"United States ofAmerica","51914","9750","673","202","Local transmission","0"
"Brazil","2201","655","46","21","Local transmission","0"
"Canada","1739","307","25","5","Local transmission","0"
"Ecuador","1049","259","27","12","Local transmission","0"
"Chile","922","176","2","1","Local transmission","0"
"Peru","416","21","5","3","Local transmission","0"
"Mexico","370","0","4","0","Local transmission","1"
"Panama","345","0","6","0","Local transmission","1"
"Dominican Republic","312","67","6","3","Local transmission","0"
"Colombia","306","29","3","0","Local transmission","0"
"Argentina","301","35","4","0","Local transmission","0"
"Costa Rica","177","19","2","0","Local transmission","0"
"Uruguay","162","0","0","0","Imported cases only","1"
"Venezuela (BolivarianRepublic of)","77","7","0","0","Local transmission","0"
"Trinidad and Tobago","57","6","0","0","Imported cases only","0"
"Cuba","48","8","1","0","Local transmission","0"
"Honduras","30","0","0","0","Local transmission","1"
"Bolivia (PlurinationalState of)","28","1","0","0","Local transmission","0"
"Paraguay","27","5","2","1","Local transmission","0"
"Guatemala","21","1","1","0","Local transmission","0"
"Jamaica","21","2","1","0","Local transmission","0"
"Barbados","18","1","0","0","Local transmission","0"
"Haiti","7","1","0","0","Imported cases only","0"
"Suriname","6","4","0","0","Imported cases only","0"
"El Salvador","5","2","0","0","Imported cases only","0"
"Guyana","5","0","1","0","Local transmission","6"
"Bahamas","4","0","0","0","Local transmission","4"
"Antigua and Barbuda","3","2","0","0","Imported cases only","0"
"Saint Lucia","3","0","0","0","Imported cases only","1"
"Dominica","2","1","0","0","Imported cases only","0"
"Nicaragua","2","0","0","0","Imported cases only","3"
