"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bulgaria","2 023","33","95","2","Clusters of cases","0"
"Iceland","1 801","0","10","0","Community transmission","5"
"Estonia","1 746","5","61","0","Pending","0"
"North Macedonia","1 674","10","92","1","Clusters of cases","0"
"Lithuania","1 491","6","50","0","Community transmission","0"
"Slovakia","1 465","8","27","1","Clusters of cases","0"
"Slovenia","1 461","1","102","0","Community transmission","0"
"Kyrgyzstan","1 044","7","12","0","Clusters of cases","0"
"Latvia","950","4","18","0","Community transmission","0"
"Cyprus","903","2","23","1","Clusters of cases","0"
"Albania","876","4","31","0","Clusters of cases","0"
"Andorra","759","3","48","0","Community transmission","0"
"Tajikistan","729","68","23","2","Pending","0"
"San Marino","647","0","41","0","Community transmission","1"
"Georgia","642","3","11","0","Community transmission","0"
"Malta","503","0","5","0","Pending","1"
"Montenegro","324","0","9","0","Clusters of cases","7"
"Monaco","96","0","1","0","Sporadic cases","2"
"Liechtenstein","83","0","1","0","Pending","17"
"Holy See","12","0","0","0","Sporadic cases","6"
"Territoriesii","","","","","",""
"Kosovo[1]","919","35","29","1","Community transmission","0"
"Isle of Man","330","0","23","0","Pending","2"
"Jersey","294","0","25","0","Pending","1"
