"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Sweden","56 043","1 481","5 053","12","Community transmission","0"
"Netherlands","49 319","115","6 078","4","Community transmission","0"
"Portugal","38 089","417","1 524","1","Community transmission","0"
"Ukraine","34 984","921","985","19","Community transmission","0"
"Switzerland","31 117","17","1 677","0","Community transmission","0"
"Poland","31 015","314","1 316","30","Community transmission","0"
"Ireland","25 355","14","1 714","4","Community transmission","0"
"Romania","23 080","320","1 473","22","Community transmission","0"
"Israel","19 876","239","303","0","Pending","0"
"Armenia","19 157","459","319","10","Community transmission","0"
"Austria","17 155","40","688","1","Community transmission","0"
"Kazakhstan","16 351","474","105","5","Clusters of cases","0"
"Republic of Moldova","13 106","374","449","16","Community transmission","0"
"Serbia","12 616","94","258","1","Pending","0"
"Denmark","12 344","50","600","2","Community transmission","0"
"Azerbaijan","11 329","338","139","6","Clusters of cases","0"
"Czechia","10 230","68","334","1","Clusters of cases","0"
"Norway","8 692","32","244","1","Clusters of cases","0"
"Finland","7 117","0","326","0","Pending","1"
"Uzbekistan","5 855","158","19","0","Clusters of cases","0"
"Tajikistan","5 279","58","51","0","Pending","0"
"North Macedonia","4 664","182","216","6","Clusters of cases","0"
"Luxembourg","4 091","6","110","0","Clusters of cases","0"
"Hungary","4 081","2","568","0","Community transmission","0"
