"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Botswana","35","6","1","0","Clusters of cases","0"
"Gambia","25","0","1","0","Sporadic cases","2"
"Namibia","21","1","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","48"
"Lesotho","2","0","0","0","Sporadic cases","2"
"Territoriesii","","","","","",""
"Mayotte","1 587","66","20","1","Clusters of cases","0"
"Réunion","452","0","1","0","Clusters of cases","1"
"Americas","","","","","",""
"United States of America","1 592 599","24 151","95 863","1 852","Community transmission","0"
"Brazil","347 398","16 508","22 013","965","Community transmission","0"
"Peru","115 754","4 056","3 373","129","Community transmission","0"
"Canada","84 081","1 189","6 380","103","Community transmission","0"
"Chile","69 102","3 709","718","45","Community transmission","0"
"Mexico","65 856","3 329","7 179","190","Community transmission","0"
"Ecuador","36 756","498","3 108","12","Community transmission","0"
"Colombia","20 177","1 046","705","23","Community transmission","0"
"Dominican Republic","14 801","379","458","0","Community transmission","0"
"Argentina","11 353","704","445","6","Community transmission","0"
"Panama","10 577","310","299","4","Community transmission","0"
"Bolivia (Plurinational State of)","5 915","336","240","10","Community transmission","0"
"Honduras","3 743","266","174","7","Community transmission","0"
"Guatemala","3 054","311","57","4","Community transmission","0"
