"V1","V2","V3","V4","V5","V6","V7"
"Grenadines","","","","","",""
"","Territories**","","","","",""
"Guadeloupe","62","6","0","0","Imported cases only","0"
"Martinique","53","21","0","0","Imported cases only","0"
"Puerto Rico","31","8","2","1","Imported cases only","0"
"French Guiana","20","2","0","0","Local transmission","0"
"United States VirginIslands","17","11","0","0","Imported cases only","0"
"Aruba","9","1","0","0","Imported cases only","0"
"Saint Martin","8","3","0","0","Under investigation","0"
"Bermuda","6","4","0","0","Imported cases only","0"
"Cayman Islands","5","2","1","0","Imported cases only","0"
"Curaçao","4","1","1","0","Imported cases only","0"
"Saint Barthélemy","3","0","0","0","Under investigation","8"
"Sint Maarten","2","1","0","0","Imported cases only","0"
"Montserrat","1","0","0","0","Imported cases only","6"
"Turks and CaicosIslands","1","1","0","0","Imported cases only","0"
"","African Region","","","","",""
"South Africa","402","128","0","0","Local transmission","0"
"Algeria","231","30","17","0","Local transmission","0"
"Burkina Faso","99","24","3","0","Local transmission","0"
"Senegal","79","12","0","0","Local transmission","0"
"Cameroon","72","32","0","0","Local transmission","0"
"Democratic Republicof the Congo","36","6","2","0","Local transmission","0"
"Mauritius","36","24","0","0","Imported cases only","0"
"Rwanda","36","19","0","0","Local transmission","0"
"Ghana","27","3","2","2","Local transmission","0"
"Côte d’Ivoire","25","0","0","0","Imported cases only","1"
"Nigeria","22","0","0","0","Imported cases only","2"
"Togo","18","2","0","0","Imported cases only","0"
"Kenya","16","1","0","0","Local transmission","0"
"Madagascar","13","1","0","0","Imported cases only","0"
"United Republic ofTanzania","12","0","0","0","Imported cases only","1"
"Ethiopia","11","0","0","0","Imported cases only","1"
"Uganda","9","8","0","0","Imported cases only","0"
"Seychelles","7","0","0","0","Imported cases only","2"
"Equatorial Guinea","6","0","0","0","Imported cases only","2"
"Gabon","6","0","1","0","Imported cases only","1"
"Benin","5","3","0","0","Imported cases only","0"
"Central AfricanRepublic","4","0","0","0","Imported cases only","1"
"Congo","4","0","0","0","Imported cases only","2"
"Eswatini","4","0","0","0","Imported cases only","1"
"Guinea","4","2","0","0","Imported cases only","0"
"Cabo Verde","3","0","0","0","Imported cases only","2"
"Chad","3","2","0","0","Imported cases only","0"
"Liberia","3","0","0","0","Local transmission","2"
"Namibia","3","0","0","0","Imported cases only","4"
"Zambia","3","0","0","0","Imported cases only","1"
"Angola","2","0","0","0","Imported cases only","2"
"Mauritania","2","0","0","0","Imported cases only","5"
