"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Benin","339","0","2","0","Community transmission","3"
"Mauritius","332","0","10","0","Clusters of cases","21"
"Cabo Verde","328","0","3","0","Clusters of cases","1"
"Central African Republic","327","26","0","0","Sporadic cases","0"
"Ethiopia","317","11","5","0","Clusters of cases","0"
"Madagascar","304","21","1","1","Clusters of cases","0"
"Togo","301","3","11","0","Community transmission","0"
"Rwanda","292","3","0","0","Sporadic cases","0"
"South Sudan","282","51","4","3","Clusters of cases","0"
"Uganda","227","0","0","0","Sporadic cases","1"
"Liberia","226","3","21","1","Community transmission","0"
"Eswatini","203","1","2","0","Clusters of cases","0"
"São Tomé and Príncipe","169","0","7","0","Clusters of cases","1"
"Mozambique","137","8","0","0","Clusters of cases","0"
"Malawi","70","5","3","0","Clusters of cases","0"
"Mauritania","62","22","4","0","Sporadic cases","0"
"Angola","48","0","2","0","Clusters of cases","3"
"Zimbabwe","44","0","4","0","Sporadic cases","1"
"Burundi","42","15","1","0","Clusters of cases","0"
"Eritrea","39","0","0","0","Sporadic cases","29"
"Botswana","25","0","1","0","Clusters of cases","1"
"Gambia","24","1","1","0","Sporadic cases","0"
"Namibia","16","0","0","0","Sporadic cases","42"
