"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Sweden","53 323","940","4 939","48","Community transmission","0"
"Netherlands","49 087","304","6 070","11","Community transmission","0"
"Portugal","37 336","300","1 522","2","Community transmission","0"
"Ukraine","33 234","758","943","30","Community transmission","0"
"Switzerland","31 063","15","1 677","1","Community transmission","0"
"Poland","30 195","407","1 272","16","Community transmission","0"
"Ireland","25 334","13","1 709","3","Community transmission","0"
"Romania","22 415","250","1 437","10","Community transmission","0"
"Israel","19 121","0","302","0","Pending","1"
"Armenia","18 033","544","302","9","Community transmission","0"
"Austria","17 098","33","681","3","Community transmission","0"
"Kazakhstan","15 542","350","88","7","Clusters of cases","0"
"Serbia","12 426","59","256","1","Pending","0"
"Republic of Moldova","12 254","375","427","10","Community transmission","0"
"Denmark","12 250","33","598","0","Community transmission","0"
"Azerbaijan","10 662","338","126","4","Clusters of cases","0"
"Czechia","10 111","47","331","1","Clusters of cases","0"
"Norway","8 631","0","242","0","Clusters of cases","1"
"Finland","7 112","4","326","0","Pending","0"
"Uzbekistan","5 561","268","19","0","Clusters of cases","0"
"Tajikistan","5 160","63","50","0","Pending","0"
"North Macedonia","4 289","132","201","8","Clusters of cases","0"
"Hungary","4 078","1","567","2","Community transmission","0"
"Luxembourg","4 075","3","110","0","Clusters of cases","0"
