"V1","V2","V3","V4","V5","V6","V7"
"Zimbabwe","11","0","3","1","Sporadic Cases","1"
"Central African","","","","","",""
"Republic","10","1","0","0","Sporadic Cases","0"
"Chad","10","0","0","0","Sporadic Cases","1"
"Malawi","8","0","1","0","Sporadic Cases","1"
"Cabo Verde","7","0","1","0","Sporadic Cases","2"
"Sierra Leone","7","1","0","0","Sporadic Cases","0"
"Botswana","6","0","1","0","Sporadic Cases","2"
"Mauritania","6","0","1","0","Sporadic Cases","5"
"Gambia","4","0","1","0","Sporadic Cases","6"
"São Tomé and","","","","","",""
"Príncipe","4","0","0","0","Pending","2"
"Burundi","3","0","0","0","Sporadic Cases","5"
"South Sudan","1","0","0","0","Pending","3"
"Territories**","","","","","",""
"Réunion","362","4","0","0","Cluster of cases","0"
"Mayotte","186","2","2","0","Cluster of cases","0"
"Subtotal for all","","","","","",""
"","1435486","82837","85511","6287","",""
"Regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","11","0","Pending","24"
"Princess)","","","","","",""
"Grand total","1436198","82837","85522","6287","",""
