"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Paraguay","754","14","11","0","Community transmission","0"
"Uruguay","719","2","19","0","Clusters of cases","0"
"Jamaica","509","2","9","0","Clusters of cases","0"
"Venezuela (Bolivarian Republic of)","440","0","10","0","Clusters of cases","1"
"Haiti","234","15","18","0","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","17"
"Guyana","113","0","10","0","Clusters of cases","1"
"Bahamas","94","1","11","0","Clusters of cases","0"
"Barbados","85","0","7","0","Clusters of cases","1"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","11"
"Nicaragua","25","0","8","0","Pending","1"
"Grenada","21","0","0","0","Clusters of cases","11"
"Belize","18","0","2","0","Sporadic cases","30"
"Saint Lucia","18","0","0","0","Sporadic cases","10"
"Saint Vincent and the Grenadines","17","0","0","0","Sporadic cases","10"
"Dominica","16","0","0","0","Clusters of cases","34"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","24"
"Suriname","10","0","1","0","Sporadic cases","41"
"Territoriesii","","","","","",""
"Puerto Rico","2 427","98","117","2","Clusters of cases","0"
"Martinique","189","0","14","0","Clusters of cases","1"
"French Guiana","164","11","1","0","Clusters of cases","0"
"Guadeloupe","155","0","13","0","Clusters of cases","2"
"Bermuda","121","0","8","0","Clusters of cases","1"
