"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","313","0","30","0","Community transmission","4"
"Guernsey","252","0","13","0","Community transmission","42"
"Faroe Islands","187","0","0","0","Pending","51"
"Gibraltar","176","0","0","0","Clusters of cases","5"
"Greenland","13","0","0","0","Pending","16"
"South-East Asia","","","","","",""
"India","320 922","11 929","9 195","311","Clusters of cases","0"
"Bangladesh","84 379","2 856","1 139","44","Community transmission","0"
"Indonesia","37 420","1 014","2 091","43","Community transmission","0"
"Nepal","5 335","273","18","2","Sporadic cases","0"
"Thailand","3 135","1","58","0","Clusters of cases","0"
"Maldives","2 013","10","8","0","Clusters of cases","0"
"Sri Lanka","1 884","4","11","0","Clusters of cases","0"
"Myanmar","261","0","6","0","Clusters of cases","2"
"Bhutan","66","4","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","51"
"Western Pacific","","","","","",""
"China","84 729","58","4 645","0","Clusters of cases","0"
"Singapore","40 197","347","26","1","Clusters of cases","0"
"Philippines","25 392","605","1 074","22","Community transmission","0"
"Japan","17 429","47","925","1","Clusters of cases","0"
"Republic of Korea","12 085","34","277","0","Clusters of cases","0"
"Malaysia","8 445","43","120","1","Clusters of cases","0"
