"V1","V2","V3","V4","V5","V6","V7"
"Sri Lanka","143","0","2","0","Local transmission","1"
"Bangladesh","54","0","6","0","Local transmission","1"
"Maldives","18","0","0","0","Local transmission","1"
"Myanmar","15","0","1","0","Local transmission","1"
"Nepal","5","0","0","0","Imported cases only","4"
"Bhutan","4","0","0","0","Imported cases only","3"
"Timor-Leste","1","0","0","0","Under investigation","12"
"","Eastern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","47593","2987","3036","138","Local transmission","0"
"Pakistan","2291","252","31","5","Local transmission","0"
"Saudi Arabia","1720","157","16","6","Local transmission","0"
"Qatar","835","54","2","0","Local transmission","0"
"United Arab Emirates","814","150","8","2","Local transmission","0"
"Egypt","779","69","52","6","Local transmission","0"
"Iraq","728","34","52","2","Local transmission","0"
"Morocco","676","38","39","3","Local transmission","0"
"Bahrain","569","2","4","0","Local transmission","0"
"Lebanon","479","16","12","0","Local transmission","0"
"Tunisia","423","29","12","2","Local transmission","0"
"Kuwait","317","28","0","0","Local transmission","0"
"Jordan","278","4","5","0","Local transmission","0"
"Afghanistan","235","43","4","0","Local transmission","0"
"Oman","231","21","1","0","Local transmission","0"
"Djibouti","34","3","0","0","Local transmission","0"
"Libya","10","0","0","0","Local transmission","1"
"Syrian Arab Republic","10","0","3","1","Imported cases only","2"
"Sudan","7","0","2","0","Imported cases only","1"
"Somalia","5","0","0","0","Imported cases only","1"
"","Territories**","","","","",""
"occupied Palestinianterritory","134","0","1","0","Local transmission","1"
"","Region of the Americas","","","","",""
"United States ofAmerica","187302","24103","3846","996","Local transmission","0"
"Canada","9005","1310","105","16","Local transmission","0"
"Brazil","5717","1138","201","42","Local transmission","0"
"Chile","3031","293","16","4","Local transmission","0"
"Ecuador","2372","132","146","71","Local transmission","0"
"Peru","1323","258","24","0","Local transmission","0"
"Dominican Republic","1284","175","57","6","Local transmission","0"
"Mexico","1215","121","29","1","Local transmission","0"
"Panama","1181","192","30","6","Local transmission","0"
"Argentina","1054","88","27","3","Local transmission","0"
"Colombia","906","108","16","2","Local transmission","0"
"Costa Rica","347","33","2","0","Local transmission","0"
"Uruguay","338","18","2","1","Local transmission","0"
"Cuba","212","26","6","0","Local transmission","0"
"Honduras","172","33","10","8","Local transmission","0"
