"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bulgaria","2 513","0","140","0","Clusters of cases","1"
"Bosnia and Herzegovina","2 509","16","152","0","Community transmission","0"
"Croatia","2 246","0","103","0","Community transmission","1"
"North Macedonia","2 226","62","133","2","Clusters of cases","0"
"Estonia","1 869","4","68","1","Pending","0"
"Kyrgyzstan","1 817","69","16","0","Clusters of cases","0"
"Iceland","1 806","0","10","0","Community transmission","1"
"Lithuania","1 675","5","70","0","Community transmission","0"
"Slovakia","1 522","1","28","0","Clusters of cases","0"
"Slovenia","1 473","0","108","0","Clusters of cases","3"
"Albania","1 143","7","33","0","Clusters of cases","0"
"Latvia","1 066","1","24","0","Clusters of cases","0"
"Cyprus","944","1","17","0","Clusters of cases","0"
"Georgia","794","11","12","0","Community transmission","0"
"Andorra","764","0","51","0","Community transmission","3"
"San Marino","687","0","42","0","Community transmission","3"
"Malta","616","0","7","0","Sporadic cases","3"
"Montenegro","324","0","9","0","Clusters of cases","26"
"Monaco","98","0","1","0","Sporadic cases","8"
"Liechtenstein","83","0","1","0","Pending","36"
"Holy See","12","0","0","0","Sporadic cases","25"
"Territoriesii","","","","","",""
"Kosovo[1]","1 064","0","30","0","Community transmission","1"
"Isle of Man","336","0","24","0","Pending","10"
