"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bulgaria","3 191","105","172","4","Clusters of cases","0"
"Greece","3 108","20","183","0","Clusters of cases","0"
"Bosnia and Herzegovina","2 892","61","162","2","Community transmission","0"
"Croatia","2 249","0","107","1","Sporadic cases","2"
"Kyrgyzstan","2 207","41","27","1","Clusters of cases","0"
"Estonia","1 970","5","69","0","Sporadic cases","0"
"Iceland","1 807","0","10","0","Community transmission","5"
"Lithuania","1 756","4","74","0","Community transmission","0"
"Slovakia","1 542","1","28","0","Clusters of cases","0"
"Slovenia","1 490","2","109","0","Clusters of cases","0"
"Albania","1 464","48","36","0","Clusters of cases","0"
"Latvia","1 096","2","27","1","Clusters of cases","0"
"Cyprus","980","5","18","0","Clusters of cases","0"
"Andorra","853","1","51","0","Community transmission","0"
"Georgia","851","14","13","0","Community transmission","0"
"San Marino","695","0","42","0","Community transmission","8"
"Malta","645","5","9","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","38"
"Monaco","99","0","1","0","Sporadic cases","6"
"Liechtenstein","83","0","1","0","Pending","48"
"Holy See","12","0","0","0","Sporadic cases","37"
"Territoriesii","","","","","",""
"Kosovo[1]","1 326","0","31","0","Community transmission","1"
"Isle of Man","336","0","24","0","Pending","22"
