"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","313","0","30","0","Community transmission","6"
"Guernsey","252","0","13","0","Community transmission","44"
"Faroe Islands","187","0","0","0","Pending","53"
"Gibraltar","176","0","0","0","Clusters of cases","7"
"Greenland","13","0","0","0","Pending","18"
"South-East Asia","","","","","",""
"India","343 091","10 667","9 900","380","Clusters of cases","0"
"Bangladesh","90 619","3 099","1 209","38","Community transmission","0"
"Indonesia","39 294","1 017","2 198","64","Community transmission","0"
"Nepal","6 211","451","19","0","Sporadic cases","0"
"Thailand","3 135","0","58","0","Clusters of cases","2"
"Maldives","2 065","30","8","0","Clusters of cases","0"
"Sri Lanka","1 905","16","11","0","Clusters of cases","0"
"Myanmar","262","0","6","0","Clusters of cases","1"
"Bhutan","67","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","53"
"Western Pacific","","","","","",""
"China","84 823","45","4 645","0","Clusters of cases","0"
"Singapore","40 818","214","26","0","Clusters of cases","0"
"Philippines","26 420","490","1 098","10","Community transmission","0"
"Japan","17 587","85","927","2","Clusters of cases","0"
"Republic of Korea","12 155","34","278","1","Clusters of cases","0"
"Malaysia","8 494","41","121","0","Clusters of cases","0"
