"V1","V2","V3","V4","V5","V6","V7"
"Nicaragua","2","0","0","0","Imported cases only","4"
"Saint Kitts and Nevis","2","2","0","0","Imported cases only","0"
"Grenada","1","0","0","0","Imported cases only","3"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","13"
"","Territories**","","","","",""
"Guadeloupe","76","3","0","0","Imported cases only","0"
"Martinique","66","9","1","1","Imported cases only","0"
"Puerto Rico","51","12","2","0","Imported cases only","0"
"French Guiana","28","5","0","0","Local transmission","0"
"Aruba","19","7","0","0","Local transmission","0"
"United States VirginIslands","17","0","0","0","Imported cases only","2"
"Saint Martin","11","3","0","0","Under investigation","0"
"Cayman Islands","8","3","1","0","Imported cases only","0"
"Bermuda","7","1","0","0","Local transmission","0"
"Curaçao","6","0","1","0","Imported cases only","1"
"Saint Barthélemy","3","0","0","0","Under investigation","10"
"Montserrat","2","1","0","0","Imported cases only","0"
"Sint Maarten","2","0","0","0","Imported cases only","2"
"Turks and CaicosIslands","1","0","0","0","Imported cases only","2"
"","African Region","","","","",""
"South Africa","709","155","0","0","Local transmission","0"
"Algeria","264","0","17","0","Local transmission","1"
"Burkina Faso","146","32","3","0","Local transmission","0"
"Senegal","99","13","0","0","Local transmission","0"
"Côte d’Ivoire","80","8","0","0","Imported cases only","0"
"Cameroon","70","0","1","0","Local transmission","2"
"Ghana","68","15","2","0","Local transmission","0"
"Democratic Republicof the Congo","51","6","3","1","Local transmission","0"
"Mauritius","47","5","2","0","Imported cases only","0"
"Nigeria","46","4","1","1","Local transmission","0"
"Rwanda","41","1","0","0","Local transmission","0"
"Kenya","25","0","0","0","Local transmission","1"
"Togo","23","3","0","0","Imported cases only","0"
"Madagascar","19","0","0","0","Imported cases only","1"
"Uganda","14","5","0","0","Imported cases only","0"
"United Republic ofTanzania","13","1","0","0","Imported cases only","0"
"Ethiopia","12","0","0","0","Imported cases only","1"
"Seychelles","7","0","0","0","Imported cases only","4"
"Equatorial Guinea","6","0","0","0","Imported cases only","4"
"Gabon","6","0","1","0","Imported cases only","3"
"Benin","5","0","0","0","Imported cases only","2"
"Central AfricanRepublic","5","1","0","0","Imported cases only","0"
"Mozambique","5","2","0","0","Local transmission","0"
"Namibia","5","1","0","0","Imported cases only","0"
"Congo","4","0","0","0","Imported cases only","4"
"Eritrea","4","3","0","0","Imported cases only","0"
"Eswatini","4","0","0","0","Imported cases only","3"
"Guinea","4","0","0","0","Imported cases only","2"
