"V1","V2","V3","V4","V5","V6","V7"
"Kuwait","176","17","0","0","Local transmission","0"
"United Arab Emirates","153","13","2","2","Local transmission","0"
"Morocco","86","12","3","0","Local transmission","0"
"Jordan","84","15","0","0","Imported cases only","0"
"Tunisia","60","6","1","0","Local transmission","0"
"Oman","52","4","0","0","Local transmission","0"
"Afghanistan","24","0","0","0","Imported cases only","1"
"Sudan","2","1","1","0","Imported cases only","0"
"Djibouti","1","0","0","0","Under investigation","3"
"Somalia","1","0","0","0","Imported cases only","5"
"","erritories**","","","","",""
"occupied Palestinianterritory","52","4","0","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","15219","0","201","0","Local transmission","1"
"Canada","1048","202","13","4","Local transmission","0"
"Brazil","904","283","11","7","Local transmission","0"
"Ecuador","506","139","7","2","Local transmission","0"
"Chile","434","0","1","1","Local transmission","1"
"Peru","318","84","2","0","Local transmission","0"
"Colombia","196","51","0","0","Local transmission","0"
"Mexico","164","0","1","0","Imported cases only","1"
"Argentina","158","30","3","0","Local transmission","0"
"Panama","137","0","1","0","Local transmission","1"
"Costa Rica","113","0","2","0","Local transmission","1"
"Uruguay","94","0","0","0","Imported cases only","1"
"Dominican Republic","72","0","2","0","Local transmission","1"
"Venezuela (BolivarianRepublic of)","36","0","0","0","Imported cases only","3"
"Honduras","24","0","0","0","Imported cases only","1"
"Bolivia (PlurinationalState of)","19","3","0","0","Local transmission","0"
"Paraguay","18","5","1","1","Local transmission","0"
"Cuba","16","0","1","0","Imported cases only","1"
"Jamaica","16","0","1","0","Local transmission","1"
"Guatemala","12","0","1","0","Imported cases only","1"
"Trinidad and Tobago","9","0","0","0","Imported cases only","2"
"Barbados","5","0","0","0","Imported cases only","1"
"Guyana","5","0","1","0","Local transmission","3"
"Bahamas","4","0","0","0","Local transmission","1"
"Haiti","2","0","0","0","Imported cases only","1"
"Nicaragua","2","1","0","0","Imported cases only","0"
"Saint Lucia","2","0","0","0","Imported cases only","6"
"Suriname","2","0","0","0","Imported cases only","1"
"Antigua and Barbuda","1","0","0","0","Imported cases only","8"
"El Salvador","1","0","0","0","Imported cases only","2"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","8"
"","erritories**","","","","",""
"Guadeloupe","51","0","0","0","Imported cases only","1"
"Martinique","32","0","0","0","Imported cases only","2"
"Puerto Rico","21","7","1","1","Imported cases only","0"
"French Guiana","15","0","0","0","Local transmission","2"
