"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","",""
"Reporting Country/","","","Total","","Transmission","Days since last"
"Territory/Area  †","confirmed ‡  cases","confirmed new cases","deaths","new deaths","classification§","reported case"
"Western Pacific Region","","","","","",""
"China","82631","86","3321","7","Local transmission","0"
"Republic of Korea","9887","101","165","3","Local transmission","0"
"Australia","4707","348","20","2","Local transmission","0"
"Malaysia","2766","140","43","6","Local transmission","0"
"Japan","2178","225","57","1","Local transmission","0"
"Philippines","2084","538","88","10","Local transmission","0"
"Singapore","926","47","3","0","Local transmission","0"
"New Zealand","647","47","1","0","Local transmission","0"
"Viet Nam","207","4","0","0","Local transmission","0"
"Brunei Darussalam","129","2","1","0","Local transmission","0"
"Cambodia","109","2","0","0","Local transmission","0"
"Mongolia","12","0","0","0","Imported cases only","4"
"Lao People's","9","1","0","0","Local transmission","0"
"Democratic Republic","","","","","",""
"Fiji","5","0","0","0","Local transmission","6"
"Papua New Guinea","1","0","0","0","Imported cases only","11"
"Territories**","","","","","",""
"Guam","69","11","2","1","Local transmission","0"
"French Polynesia","37","1","0","0","Local transmission","0"
"New Caledonia","16","1","0","0","Local transmission","0"
"Northern Mariana","2","0","0","0","Under investigation","3"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Italy","105792","4053","12430","839","Local transmission","0"
"Spain","94417","9222","8189","849","Local transmission","0"
"Germany","67366","5453","732","149","Local transmission","0"
"France","51477","7500","3514","497","Local transmission","0"
"The United Kingdom","25154","3009","1789","381","Local transmission","0"
"Switzerland","16108","696","373","78","Local transmission","0"
"Turkey","13531","2704","214","46","Local transmission","0"
"Belgium","12775","876","705","192","Local transmission","0"
"Netherlands","12595","845","1039","175","Local transmission","0"
"Austria","10182","564","128","20","Local transmission","0"
"Portugal","7443","1035","160","20","Local transmission","0"
"Israel","5129","298","21","4","Local transmission","0"
"Norway","4447","221","28","2","Local transmission","0"
"Sweden","4435","407","180","34","Local transmission","0"
"Czechia","3308","306","31","7","Local transmission","0"
