"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","980","0","66","0","Community transmission","1"
"Burkina Faso","894","0","53","0","Community transmission","1"
"Congo","883","104","27","2","Community transmission","0"
"Chad","850","0","73","0","Community transmission","1"
"Uganda","823","0","0","0","Sporadic cases","2"
"Cabo Verde","760","10","7","1","Clusters of cases","0"
"Rwanda","612","30","2","0","Sporadic cases","0"
"Mozambique","609","26","3","1","Clusters of cases","0"
"Malawi","556","9","6","0","Clusters of cases","0"
"Togo","531","1","13","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","39"
"Eswatini","506","16","4","0","Clusters of cases","0"
"Liberia","498","40","33","1","Community transmission","0"
"Benin","483","13","9","2","Community transmission","0"
"Sao Tome and Principe","388","0","10","0","Clusters of cases","5"
"Zimbabwe","387","4","4","0","Sporadic cases","0"
"Mauritius","337","0","10","0","Clusters of cases","10"
"Comoros","176","0","2","0","Community transmission","2"
"Angola","142","2","6","0","Clusters of cases","0"
"Eritrea","109","13","0","0","Sporadic cases","0"
"Burundi","104","10","1","0","Clusters of cases","0"
"Botswana","60","0","1","0","Clusters of cases","3"
"Namibia","32","0","0","0","Sporadic cases","2"
