"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","",""
"Reporting Country/","","","Total","","Transmission","Days since last"
"Territory/Area  †","confirmed","confirmed","deaths","new","classification§","reported case"
"","‡ cases","new cases","","deaths","",""
"Western Pacific Region","","","","","",""
"China","84237","36","4642","0","Clusters of cases","0"
"Japan","10751","390","171","10","Clusters of cases","0"
"Republic of Korea","10674","13","236","2","Clusters of cases","0"
"Australia","6612","26","70","1","Clusters of cases","0"
"Singapore","6588","596","11","0","Clusters of cases","0"
"Philippines","6259","172","409","12","Clusters of cases","0"
"Malaysia","5389","84","89","1","Clusters of cases","0"
"New Zealand","1105","7","12","1","Clusters of cases","0"
"Viet Nam","268","0","0","0","Clusters of cases","3"
"Brunei Darussalam","138","1","1","0","Sporadic cases","0"
"Cambodia","122","0","0","0","Sporadic cases","8"
"Mongolia","32","1","0","0","Sporadic cases","0"
"Lao People's","19","0","0","0","Sporadic cases","7"
"Democratic Republic","","","","","",""
"Fiji","17","0","0","0","Sporadic cases","3"
"Papua New Guinea","7","0","0","0","Sporadic cases","3"
"Territories**","","","","","",""
"Guam","133","0","5","0","Clusters of cases","8"
"French Polynesia","55","0","0","0","Sporadic cases","6"
"New Caledonia","18","0","0","0","Sporadic cases","17"
"Northern Mariana","14","0","2","0","Pending","2"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Spain","195944","4218","20453","410","Pending","0"
"Italy","178972","3047","23660","433","Pending","0"
"Germany","141672","1775","4404","110","Pending","0"
"The United Kingdom","120071","5850","16060","596","Pending","0"
"France","111463","742","19689","395","Pending","0"
"Turkey","86306","3977","2017","127","Community","0"
"","","","","","transmission",""
"Russian Federation","42853","0","361","0","Clusters of cases","1"
"Belgium","38496","1313","5683","230","Pending","0"
"Netherlands","32655","1066","3684","83","Pending","0"
"Switzerland","27658","336","1134","24","Community","0"
"","","","","","transmission",""
"Portugal","20206","521","714","27","Pending","0"
"Ireland","15251","493","610","39","Pending","0"
"Austria","14710","48","452","9","Pending","0"
