"V1","V2","V3","V4","V5","V6","V7"
"Libya","61","0","2","0","Clusters of cases","2"
"Syrian Arab Republic","42","0","3","0","Communitytransmission","5"
"Yemen","1","0","0","0","Pending","16"
"","Territories**","","","","",""
"occupied Palestinianterritory","342","0","2","0","Clusters of cases","1"
"","Region of the Americas","","","","",""
"United States ofAmerica","931698","32417","47980","1776","Communitytransmission","0"
"Brazil","58509","5514","4016","346","Communitytransmission","0"
"Canada","45778","1425","2489","139","Communitytransmission","0"
"Peru","25331","3683","700","66","Communitytransmission","0"
"Ecuador","22719","0","576","0","Communitytransmission","2"
"Mexico","13842","970","1305","84","Communitytransmission","0"
"Chile","13331","473","189","8","Communitytransmission","0"
"Dominican Republic","6135","209","278","5","Communitytransmission","0"
"Panama","5538","200","159","5","Communitytransmission","0"
"Colombia","5142","261","233","8","Communitytransmission","0"
"Argentina","3838","137","179","0","Communitytransmission","0"
"Cuba","1369","32","54","3","Clusters of cases","0"
"Bolivia (PlurinationalState of)","866","59","46","2","Clusters of cases","0"
"Costa Rica","693","6","6","0","Clusters of cases","0"
"Honduras","627","36","59","4","Clusters of cases","0"
"Uruguay","596","33","14","2","Clusters of cases","0"
"Guatemala","473","43","15","2","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","323","5","10","0","Clusters of cases","0"
"Jamaica","305","17","7","0","Clusters of cases","0"
"El Salvador","298","24","8","0","Clusters of cases","0"
"Paraguay","228","5","9","0","Communitytransmission","0"
"Trinidad and Tobago","115","0","8","0","Sporadic cases","4"
"Barbados","79","2","6","0","Clusters of cases","0"
"Bahamas","78","6","11","0","Clusters of cases","0"
"Guyana","74","1","8","1","Clusters of cases","0"
"Haiti","72","0","6","0","Clusters of cases","2"
"Antigua and Barbuda","24","0","3","0","Clusters of cases","4"
"Belize","18","0","2","0","Sporadic cases","12"
"Grenada","18","3","0","0","Clusters of cases","0"
"Dominica","16","0","0","0","Clusters of cases","16"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","6"
