"V1","V2","V3","V4","V5","V6","V7"
"Chile","9252","445","116","11","Communitytransmission","0"
"Ecuador","8450","225","421","18","Communitytransmission","0"
"Mexico","6297","450","486","37","Communitytransmission","0"
"Dominican Republic","4126","371","200","4","Communitytransmission","0"
"Panama","4016","265","109","6","Communitytransmission","0"
"Colombia","3233","128","144","13","Communitytransmission","0"
"Argentina","2694","96","122","7","Communitytransmission","0"
"Cuba","923","61","31","4","Clusters of cases","0"
"Costa Rica","642","16","4","0","Clusters of cases","0"
"Uruguay","502","9","9","0","Clusters of cases","0"
"Bolivia (PlurinationalState of)","465","24","31","2","Clusters of cases","0"
"Honduras","442","16","41","6","Clusters of cases","0"
"Guatemala","214","18","7","2","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","204","7","9","0","Clusters of cases","0"
"Paraguay","199","25","8","0","Communitytransmission","0"
"El Salvador","177","13","7","1","Clusters of cases","0"
"Jamaica","143","18","5","0","Clusters of cases","0"
"Trinidad and Tobago","114","0","8","0","Sporadic cases","2"
"Barbados","75","0","5","0","Clusters of cases","1"
"Guyana","57","2","6","0","Clusters of cases","0"
"Bahamas","54","1","9","1","Clusters of cases","0"
"Haiti","43","2","3","0","Clusters of cases","0"
"Antigua and Barbuda","23","0","2","0","Clusters of cases","4"
"Belize","18","0","2","0","Sporadic cases","3"
"Dominica","16","0","0","0","Clusters of cases","7"
"Saint Lucia","15","0","0","0","Sporadic cases","6"
"Grenada","14","0","0","0","Clusters of cases","6"
"Saint Kitts and Nevis","14","0","0","0","Sporadic cases","2"
"Saint Vincent and theGrenadines","12","0","0","0","Sporadic cases","7"
"Suriname","10","0","1","0","Sporadic cases","14"
"Nicaragua","9","0","1","0","Pending","5"
"","Territories**","","","","",""
"Puerto Rico","1068","25","58","2","Clusters of cases","0"
"Martinique","159","0","8","0","Clusters of cases","1"
"Guadeloupe","145","0","8","0","Clusters of cases","3"
"Aruba","96","1","2","0","Clusters of cases","0"
"French Guiana","96","0","0","0","Clusters of cases","1"
"Bermuda","83","2","5","0","Clusters of cases","0"
"Cayman Islands","61","1","1","0","Clusters of cases","0"
"Sint Maarten","57","0","9","0","Clusters of cases","1"
