"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Afghanistan","5 339","372","136","9","Clusters of cases","0"
"Oman","4 341","322","17","0","Clusters of cases","0"
"Iraq","3 032","119","115","3","Clusters of cases","0"
"Sudan","1 817","157","90","10","Sporadic cases","0"
"Djibouti","1 268","12","3","0","Clusters of cases","0"
"Somalia","1 219","49","52","0","Sporadic cases","0"
"Tunisia","1 032","0","45","0","Community transmission","4"
"Lebanon","878","8","26","0","Clusters of cases","0"
"Jordan","582","6","9","0","Clusters of cases","0"
"Yemen","72","5","13","2","Pending","0"
"Libya","64","0","3","0","Clusters of cases","7"
"Syrian Arab Republic","48","1","3","0","Community transmission","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","548","1","4","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","252 245","9 974","2 305","93","Clusters of cases","0"
"The United Kingdom","229 709","3 242","33 186","494","Community transmission","0"
"Spain","228 691","661","27 104","184","Community transmission","0"
"Italy","222 104","888","33 106","2 195","Community transmission","0"
"Germany","172 239","933","7 723","89","Community transmission","0"
"Turkey","143 114","1 639","3 952","58","Community transmission","0"
"France","138 609","448","27 029","81","Community transmission","0"
"Belgium","53 981","202","8 843","82","Community transmission","0"
"Netherlands","43 211","227","5 562","52","Community transmission","0"
