"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","295","1","26","1","Pending","0"
"Guernsey","252","0","13","0","Community transmission","11"
"Faroe Islands","187","0","0","0","Pending","20"
"Gibraltar","147","0","0","0","Clusters of cases","1"
"Greenland","11","0","0","0","Pending","38"
"South-East Asia","","","","","",""
"India","78 003","3 722","2 549","134","Clusters of cases","0"
"Bangladesh","17 822","1 162","269","19","Clusters of cases","0"
"Indonesia","15 438","689","1 028","21","Community transmission","0"
"Thailand","3 018","1","56","0","Clusters of cases","0"
"Maldives","955","51","4","1","Clusters of cases","0"
"Sri Lanka","915","26","9","0","Clusters of cases","0"
"Nepal","246","29","0","0","Sporadic cases","0"
"Myanmar","181","1","6","0","Clusters of cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","20"
"Bhutan","15","4","0","0","Sporadic cases","0"
"Western Pacific","","","","","",""
"China","84 464","6","4 644","0","Clusters of cases","0"
"Singapore","25 346","675","21","0","Clusters of cases","0"
"Japan","16 079","55","687","19","Clusters of cases","0"
"Philippines","11 618","268","772","21","Community transmission","0"
"Republic of Korea","10 991","29","260","1","Clusters of cases","0"
"Australia","6 975","11","98","1","Clusters of cases","0"
"Malaysia","6 779","37","111","2","Clusters of cases","0"
