"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Seychelles","11","0","0","0","Sporadic cases","35"
"Mauritania","8","0","1","0","Sporadic cases","11"
"Territoriesii","","","","","",""
"Mayotte","1 061","38","12","1","Clusters of cases","0"
"Réunion","436","0","0","0","Clusters of cases","1"
"Americas","","","","","",""
"United States of America","1 298 287","26 642","78 652","1 736","Community transmission","0"
"Brazil","162 699","6 760","11 123","496","Community transmission","0"
"Canada","69 156","1 160","4 906","178","Community transmission","0"
"Peru","67 307","2 292","1 889","75","Community transmission","0"
"Mexico","35 022","1 562","3 465","112","Community transmission","0"
"Chile","30 063","1 197","323","11","Community transmission","0"
"Ecuador","29 509","- 50","2 145","18","Community transmission","0"
"Colombia","11 063","568","463","18","Community transmission","0"
"Dominican Republic","10 634","287","393","5","Community transmission","0"
"Panama","8 448","166","244","7","Community transmission","0"
"Argentina","6 034","110","305","5","Community transmission","0"
"Bolivia (Plurinational State of)","2 556","119","118","4","Clusters of cases","0"
"Honduras","1 972","142","108","0","Community transmission","0"
"Cuba","1 783","17","77","0","Clusters of cases","0"
"Guatemala","1 052","85","26","2","Clusters of cases","0"
"El Salvador","958","69","17","0","Clusters of cases","0"
"Costa Rica","792","12","6","0","Clusters of cases","0"
"Paraguay","724","11","10","0","Community transmission","0"
