"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cayman Islands","129","0","1","0","Clusters of cases","2"
"Aruba","101","0","3","0","Sporadic cases","20"
"Sint Maarten","78","0","15","0","Sporadic cases","12"
"United States Virgin Islands","69","0","6","0","Clusters of cases","15"
"Saint Martin","39","0","3","0","Sporadic cases","15"
"Curaçao","17","0","1","0","Sporadic cases","1"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","30"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","28"
"Montserrat","11","0","1","0","Sporadic cases","42"
"British Virgin Islands","8","0","1","0","Sporadic cases","10"
"Bonaire, Sint Eustatius and Saba","7","1","0","0","No cases","0"
"Saint Barthélemy","6","0","0","0","Sporadic cases","56"
"Anguilla","3","0","0","0","Sporadic cases","52"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","48"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","137 724","2 023","7 451","34","Community transmission","0"
"Saudi Arabia","74 795","2 235","399","9","Clusters of cases","0"
"Pakistan","57 705","1 356","1 197","30","Clusters of cases","0"
"Qatar","45 465","1 751","26","3","Community transmission","0"
"United Arab Emirates","30 307","822","248","3","Pending","0"
"Kuwait","21 967","665","165","9","Clusters of cases","0"
"Egypt","17 967","702","783","19","Clusters of cases","0"
"Afghanistan","11 831","737","220","1","Clusters of cases","0"
"Bahrain","9 171","33","14","1","Clusters of cases","0"
