"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Australia","7 347","12","102","0","Clusters of cases","0"
"New Zealand","1 156","0","22","0","Clusters of cases","1"
"Viet Nam","335","1","0","0","Clusters of cases","0"
"Mongolia","197","0","0","0","Sporadic cases","4"
"Brunei Darussalam","141","0","3","1","Clusters of cases","40"
"Cambodia","128","0","0","0","Sporadic cases","2"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","65"
"Fiji","18","0","0","0","Sporadic cases","57"
"Papua New Guinea","8","0","0","0","Sporadic cases","55"
"Territoriesii","","","","","",""
"Guam","178","0","5","0","Clusters of cases","1"
"","60","0","0","0","Sporadic cases","42"
"French Polynesia","","","","","",""
"Northern Mariana Islands","30","0","2","0","Pending","7"
"(Commonwealth of the)","","","","","",""
"New Caledonia","21","0","0","0","Sporadic cases","7"
"Subtotal for all regions","8 060 809","119 759","440 277","5 494","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","8 061 550","119 759","440 290","5 494","",""
