"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Gambia","36","0","1","0","Sporadic cases","1"
"Seychelles","11","0","0","0","Clusters of cases","74"
"Lesotho","4","0","0","0","Sporadic cases","16"
"Territoriesii","","","","","",""
"Mayotte","2 394","11","29","0","Clusters of cases","0"
"Réunion","504","2","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 172 212","23 046","118 205","733","Community transmission","0"
"Brazil","978 142","22 765","47 748","1 238","Community transmission","0"
"Peru","244 388","3 480","7 461","204","Community transmission","0"
"Chile","231 393","6 290","4 093","252","Community transmission","0"
"Mexico","165 455","5 662","19 747","667","Community transmission","0"
"Canada","100 220","367","8 300","46","Community transmission","0"
"Colombia","60 217","3 171","1 950","86","Community transmission","0"
"Ecuador","49 731","634","4 156","69","Community transmission","0"
"Argentina","37 510","1 958","954","25","Community transmission","0"
"Dominican Republic","25 068","423","647","12","Community transmission","0"
"Panama","23 351","754","475","5","Community transmission","0"
"Bolivia (Plurinational State of)","21 499","814","697","18","Community transmission","0"
"Guatemala","11 868","617","449","17","Community transmission","0"
"Honduras","1 0739","440","343","7","Community transmission","0"
"Haiti","4 916","228","84","2","Community transmission","0"
"El Salvador","4 329","129","86","4","Community transmission","0"
"Venezuela (Bolivarian Republic of)","3 484","98","28","0","Community transmission","0"
