"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cuba","2 315","3","85","0","Clusters of cases","0"
"Costa Rica","2 213","86","12","0","Clusters of cases","0"
"Nicaragua","2 014","0","64","0","Community transmission","5"
"Paraguay","1 392","13","13","0","Community transmission","0"
"Uruguay","876","17","25","0","Clusters of cases","0"
"Jamaica","659","2","10","0","Clusters of cases","0"
"Suriname","318","16","8","0","Clusters of cases","0"
"Guyana","184","1","12","0","Clusters of cases","0"
"Trinidad and Tobago","123","0","8","0","Sporadic cases","7"
"Bahamas","104","0","11","0","Clusters of cases","7"
"Barbados","97","0","7","0","Clusters of cases","7"
"Saint Vincent and the Grenadines","29","0","0","0","Sporadic cases","5"
"Antigua and Barbuda","26","0","3","0","Clusters of cases","9"
"Grenada","23","0","0","0","Clusters of cases","27"
"Belize","22","0","2","0","Sporadic cases","5"
"Saint Lucia","19","0","0","0","Sporadic cases","17"
"Dominica","18","0","0","0","Clusters of cases","10"
"Saint Kitts and Nevis","15","0","0","0","No cases","63"
"Territoriesii","","","","","",""
"Puerto Rico","6 564","39","149","0","Community transmission","0"
"French Guiana","2 458","17","8","2","Community transmission","0"
"Martinique","236","0","14","0","Clusters of cases","2"
"Cayman Islands","195","0","1","0","Clusters of cases","2"
"Guadeloupe","174","0","14","0","Clusters of cases","3"
