"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","140","0","9","0","Clusters of cases","1"
"Aruba","101","0","3","0","Sporadic cases","25"
"Sint Maarten","78","0","15","0","Sporadic cases","17"
"United States Virgin Islands","69","0","6","0","Clusters of cases","20"
"Saint Martin","41","1","3","0","Sporadic cases","0"
"Curaçao","20","0","1","0","Sporadic cases","2"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","35"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","33"
"Montserrat","11","0","1","0","Sporadic cases","47"
"British Virgin Islands","8","0","1","0","Sporadic cases","15"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","5"
"Saint Barthélemy","6","0","0","0","Sporadic cases","61"
"Anguilla","3","0","0","0","Sporadic cases","57"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","53"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","148 950","2 282","7 734","57","Community transmission","0"
"Saudi Arabia","83 384","1 618","480","22","Clusters of cases","0"
"Pakistan","69 496","3 039","1 483","88","Clusters of cases","0"
"Qatar","55 262","2 355","36","0","Community transmission","0"
"United Arab Emirates","33 896","726","262","2","Pending","0"
"Kuwait","26 192","1 008","205","11","Clusters of cases","0"
"Egypt","23 449","1 367","913","34","Clusters of cases","0"
"Afghanistan","15 094","651","250","2","Clusters of cases","0"
"Bahrain","10 793","344","17","2","Clusters of cases","0"
