"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Territoriesii","","","","","",""
"Kosovo[1]","870","0","28","0","Community transmission","1"
"Isle of Man","330","1","23","0","Pending","0"
"Jersey","293","0","25","0","Pending","5"
"Guernsey","252","0","13","0","Community transmission","8"
"Faroe Islands","187","0","0","0","Pending","17"
"Gibraltar","146","0","0","0","Clusters of cases","1"
"Greenland","11","0","0","0","Pending","35"
"South-East Asia","","","","","",""
"India","67 152","4213","2206","97","Clusters of cases","0"
"Bangladesh","14 657","887","228","14","Clusters of cases","0"
"Indonesia","14 032","387","973","14","Community transmission","0"
"Thailand","3009","0","56","0","Clusters of cases","1"
"Sri Lanka","863","16","9","0","Clusters of cases","0"
"Maldives","835","50","3","0","Clusters of cases","0"
"Myanmar","180","2","6","0","Clusters of cases","0"
"Nepal","120","10","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","17"
"Bhutan","9","2","0","0","Sporadic cases","0"
"Western Pacific","","","","","",""
"China","84 450","20","4643","0","Clusters of cases","0"
"Singapore","23 336","876","20","0","Clusters of cases","0"
"Japan","15 798","51","621","8","Clusters of cases","0"
"Republic of Korea","10 909","35","256","0","Clusters of cases","0"
