"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Oman","8 373","255","39","2","Clusters of cases","0"
"Morocco","7 601","24","202","0","Clusters of cases","0"
"Iraq","5 135","287","175","6","Clusters of cases","0"
"Sudan","4 346","200","195","11","Community transmission","0"
"Djibouti","2 697","229","18","4","Clusters of cases","0"
"Somalia","1 731","20","67","0","Sporadic cases","0"
"Lebanon","1 161","21","26","0","Clusters of cases","0"
"Tunisia","1 051","0","48","0","Community transmission","3"
"Jordan","720","2","9","0","Clusters of cases","0"
"Yemen","260","7","54","4","Pending","0"
"Syrian Arab Republic","121","0","4","0","Community transmission","1"
"Libya","99","22","4","1","Clusters of cases","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","613","8","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","379 051","8 371","4 142","174","Clusters of cases","0"
"The United Kingdom","267 244","2 013","37 460","412","Community transmission","0"
"Spain","237 141","510","29 036","1","Community transmission","0"
"Italy","231 139","584","33 072","117","Community transmission","0"
"Germany","179 717","353","8 411","62","Community transmission","0"
"Turkey","159 797","1 035","4 431","34","Community transmission","0"
"France","142 852","148","28 543","66","Community transmission","0"
"Belgium","57 592","137","9 364","30","Community transmission","0"
"Netherlands","45 768","190","5 871","15","Community transmission","0"
