"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Aruba","101","0","3","0","Sporadic cases","9"
"Cayman Islands","86","1","1","0","Clusters of cases","0"
"Sint Maarten","78","0","15","0","Sporadic cases","1"
"United States Virgin Islands","69","0","6","0","Clusters of cases","4"
"Saint Martin","39","0","3","0","Sporadic cases","4"
"Curaçao","16","0","1","0","Sporadic cases","17"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","19"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","17"
"Montserrat","11","0","1","0","Sporadic cases","31"
"British Virgin Islands","7","0","1","0","Sporadic cases","9"
"Bonaire, Sint Eustatius and Saba","6","0","0","0","Sporadic cases","17"
"Saint Barthélemy","6","0","0","0","Sporadic cases","45"
"Anguilla","3","0","0","0","Sporadic cases","41"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","37"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","114 533","1 808","6 854","71","Community transmission","0"
"Saudi Arabia","46 869","2 039","283","10","Clusters of cases","0"
"Pakistan","37 218","1 920","803","42","Clusters of cases","0"
"Qatar","28 272","1 733","14","0","Community transmission","0"
"United Arab Emirates","21 084","698","208","2","Pending","0"
"Kuwait","11 975","947","88","6","Clusters of cases","0"
"Egypt","10 829","398","571","15","Clusters of cases","0"
"Morocco","6 607","95","190","2","Clusters of cases","0"
"Bahrain","6 198","382","10","0","Clusters of cases","0"
