"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","80 412","4 078","1 674","49","Community transmission","0"
"Nigeria","17 735","587","469","45","Community transmission","0"
"Ghana","12 590","397","66","8","Community transmission","0"
"Algeria","11 268","121","799","11","Community transmission","0"
"Cameroon","9 864","0","276","0","Community transmission","2"
"Côte d’Ivoire","6 063","384","48","2","Community transmission","0"
"Senegal","5 369","122","73","3","Community transmission","0"
"Democratic Republic of the Congo","5 099","126","114","3","Community transmission","0"
"Guinea","4 668","29","26","0","Community transmission","0"
"Gabon","4 229","115","30","1","Community transmission","0"
"Kenya","4 044","184","107","2","Community transmission","0"
"Ethiopia","3 759","129","63","2","Community transmission","0"
"Central African Republic","2 564","154","18","4","Community transmission","0"
"Mauritania","2 057","170","93","2","Clusters of cases","0"
"Mali","1 890","5","107","1","Community transmission","0"
"South Sudan","1 807","31","31","1","Clusters of cases","0"
"Guinea-Bissau","1 492","0","15","0","Community transmission","1"
"Zambia","1 412","7","11","0","Community transmission","0"
"Madagascar","1 378","61","12","0","Clusters of cases","0"
"Sierra Leone","1 249","24","51","0","Community transmission","0"
"Equatorial Guinea","1 043","0","12","0","Community transmission","25"
