"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Central African Republic","701","49","1","0","Clusters of cases","0"
"Madagascar","612","26","2","0","Clusters of cases","0"
"Congo","571","2","19","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","20"
"Togo","395","4","13","0","Community transmission","0"
"Cabo Verde","390","0","4","0","Clusters of cases","2"
"Uganda","351","10","0","0","Sporadic cases","0"
"Rwanda","346","7","0","0","Sporadic cases","0"
"Mauritius","334","0","10","0","Clusters of cases","3"
"São Tomé and Príncipe","295","0","10","0","Clusters of cases","1"
"Mauritania","292","30","16","7","Clusters of cases","0"
"Eswatini","272","11","2","0","Clusters of cases","0"
"Liberia","266","0","27","1","Community transmission","1"
"Mozambique","227","14","1","0","Clusters of cases","0"
"Benin","210","2","3","0","Community transmission","0"
"Zimbabwe","132","76","4","0","Sporadic cases","0"
"Malawi","101","0","4","0","Clusters of cases","2"
"Angola","71","0","4","0","Clusters of cases","1"
"Comoros","43","0","2","1","Community transmission","3"
"Burundi","42","0","1","0","Clusters of cases","10"
"Eritrea","39","0","0","0","Sporadic cases","39"
"Botswana","35","0","1","0","Clusters of cases","3"
"Gambia","25","0","1","0","Sporadic cases","5"
