"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bulgaria","2 460","0","133","0","Clusters of cases","1"
"Bosnia and Herzegovina","2 415","0","149","0","Community transmission","1"
"Croatia","2 244","0","101","0","Community transmission","3"
"North Macedonia","2 040","25","119","3","Clusters of cases","0"
"Estonia","1 840","6","66","1","Pending","0"
"Iceland","1 805","1","10","0","Community transmission","0"
"Lithuania","1 647","8","66","1","Community transmission","0"
"Kyrgyzstan","1 594","74","16","0","Clusters of cases","0"
"Slovakia","1 515","2","28","0","Clusters of cases","0"
"Slovenia","1 471","2","107","1","Clusters of cases","0"
"Albania","1 076","26","33","0","Clusters of cases","0"
"Latvia","1 057","4","23","1","Clusters of cases","0"
"Cyprus","939","0","17","0","Clusters of cases","1"
"Andorra","763","0","51","0","Community transmission","4"
"Georgia","738","3","12","0","Community transmission","0"
"San Marino","672","0","42","0","Community transmission","6"
"Malta","615","4","7","1","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","22"
"Monaco","98","0","1","0","Sporadic cases","4"
"Liechtenstein","83","0","1","0","Pending","32"
"Holy See","12","0","0","0","Sporadic cases","21"
"Territoriesii","","","","","",""
"Kosovo[1]","1 047","9","30","0","Community transmission","0"
"Isle of Man","336","0","24","0","Pending","6"
