"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Chad","778","19","65","0","Community transmission","0"
"Madagascar","771","13","6","0","Clusters of cases","0"
"Congo","604","17","20","1","Community transmission","0"
"Mauritania","530","47","23","2","Clusters of cases","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","24"
"Uganda","458","12","0","0","Sporadic cases","0"
"Togo","442","14","13","0","Community transmission","0"
"Cabo Verde","435","14","4","0","Clusters of cases","0"
"Rwanda","370","11","1","0","Sporadic cases","0"
"Mauritius","335","0","10","0","Clusters of cases","2"
"São Tomé and Príncipe","295","0","10","0","Clusters of cases","5"
"Liberia","288","8","27","0","Community transmission","0"
"Eswatini","285","2","2","0","Clusters of cases","0"
"Malawi","284","5","4","0","Clusters of cases","0"
"Mozambique","254","10","2","0","Clusters of cases","0"
"Benin","232","0","3","0","Community transmission","1"
"Zimbabwe","178","4","4","0","Sporadic cases","0"
"Angola","86","2","4","0","Clusters of cases","0"
"Burundi","63","21","1","0","Clusters of cases","0"
"Comoros","62","19","2","0","Community transmission","0"
"Eritrea","39","0","0","0","Sporadic cases","43"
"Botswana","38","3","1","0","Clusters of cases","0"
"Gambia","25","0","1","0","Sporadic cases","9"
