"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Comoros","11","0","1","0","Community transmission","8"
"Seychelles","11","0","0","0","Clusters of cases","41"
"Lesotho","1","0","0","0","Pending","4"
"Territoriesii","","","","","",""
"Mayotte","1 342","84","18","2","Clusters of cases","0"
"Réunion","443","0","0","0","Clusters of cases","1"
"Americas","","","","","",""
"United States of America","1 432 265","22 813","87 180","1 320","Community transmission","0"
"Brazil","233 142","14 919","15 633","816","Community transmission","0"
"Peru","88 541","4 046","2 523","131","Community transmission","0"
"Canada","76 204","1 211","5 702","107","Community transmission","0"
"Mexico","47 144","2 112","5 045","278","Community transmission","0"
"Chile","43 781","2 353","450","29","Community transmission","0"
"Ecuador","32 723","1 256","2 688","94","Community transmission","0"
"Colombia","14 939","723","562","16","Community transmission","0"
"Dominican Republic","12 314","204","428","0","Community transmission","0"
"Panama","9 449","181","269","3","Community transmission","0"
"Argentina","7 805","326","366","3","Community transmission","0"
"Bolivia (Plurinational State of)","3 826","249","165","1","Clusters of cases","0"
"Honduras","2 565","105","138","4","Community transmission","0"
"Cuba","1 872","10","79","0","Clusters of cases","0"
"Guatemala","1 763","120","33","3","Clusters of cases","0"
"El Salvador","1 338","73","27","2","Clusters of cases","0"
"Costa Rica","853","10","10","2","Clusters of cases","0"
