"V1","V2","V3","V4","V5","V6","V7"
"Iraq","233","19","20","3","Local transmission","0"
"Kuwait","189","13","0","0","Local transmission","0"
"United Arab Emirates","153","0","2","0","Local transmission","1"
"Morocco","115","29","4","1","Local transmission","0"
"Jordan","112","28","0","0","Local transmission","0"
"Tunisia","75","15","3","2","Local transmission","0"
"Oman","55","3","0","0","Local transmission","0"
"Afghanistan","40","16","1","1","Imported cases only","0"
"Sudan","2","0","1","0","Imported cases only","1"
"Djibouti","1","0","0","0","Under investigation","5"
"Somalia","1","0","0","0","Imported cases only","6"
"Syrian Arab Republic","1","1","0","0","Imported cases only","0"
"","erritories**","","","","",""
"occupied Palestinianterritory","59","7","0","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","31573","16354","402","201","Local transmission","0"
"Canada","1384","336","19","6","Local transmission","0"
"Brazil","904","0","11","0","Local transmission","1"
"Chile","632","198","1","0","Local transmission","0"
"Ecuador","532","26","7","0","Local transmission","0"
"Peru","318","0","2","0","Local transmission","1"
"Mexico","251","87","2","1","Local transmission","0"
"Panama","245","108","3","2","Local transmission","0"
"Argentina","225","67","4","1","Local transmission","0"
"Colombia","196","0","2","2","Local transmission","1"
"Uruguay","135","41","0","0","Imported cases only","0"
"Costa Rica","117","4","2","0","Local transmission","0"
"Dominican Republic","72","0","2","0","Local transmission","2"
"Venezuela (BolivarianRepublic of)","70","34","0","0","Imported cases only","0"
"Trinidad and Tobago","50","41","0","0","Imported cases only","0"
"Honduras","26","2","0","0","Imported cases only","0"
"Bolivia (PlurinationalState of)","24","5","0","0","Local transmission","0"
"Paraguay","22","4","1","0","Local transmission","0"
"Jamaica","19","3","1","0","Local transmission","0"
"Guatemala","18","6","1","0","Imported cases only","0"
"Cuba","16","0","1","0","Imported cases only","2"
"Barbados","5","0","0","0","Imported cases only","2"
"Guyana","5","0","1","0","Local transmission","4"
"Bahamas","4","0","0","0","Local transmission","2"
"Haiti","2","0","0","0","Imported cases only","2"
"Nicaragua","2","0","0","0","Imported cases only","1"
"Saint Lucia","2","0","0","0","Imported cases only","7"
"Suriname","2","0","0","0","Imported cases only","2"
"Antigua and Barbuda","1","0","0","0","Imported cases only","9"
"El Salvador","1","0","0","0","Imported cases only","3"
"Grenada","1","1","0","0","Imported cases only","0"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","10"
"","erritories**","","","","",""
"Guadeloupe","56","5","0","0","Imported cases only","0"
