"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Namibia","24","1","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","55"
"Lesotho","2","0","0","0","Sporadic cases","9"
"Territoriesii","","","","","",""
"Mayotte","1 871","128","23","2","Clusters of cases","0"
"Réunion","471","0","1","0","Clusters of cases","1"
"Americas","","","","","",""
"United States of America","1 734 040","17 962","102 640","1 073","Community transmission","0"
"Brazil","498 440","33 274","28 834","956","Community transmission","0"
"Peru","155 671","7 386","4 371","141","Community transmission","0"
"Chile","99 688","4 830","1 054","57","Community transmission","0"
"Canada","90 516","775","7 092","96","Community transmission","0"
"Mexico","87 512","2 885","9 779","364","Community transmission","0"
"Ecuador","39 098","527","3 358","24","Community transmission","0"
"Colombia","28 236","1 548","890","37","Community transmission","0"
"Dominican Republic","17 285","377","502","4","Community transmission","0"
"Argentina","16 214","1 512","530","20","Community transmission","0"
"Panama","13 018","487","330","4","Community transmission","0"
"Bolivia (Plurinational State of)","9 592","861","310","10","Community transmission","0"
"Honduras","5 094","208","201","2","Community transmission","0"
"Guatemala","4 739","132","102","12","Community transmission","0"
"El Salvador","2 517","122","46","2","Community transmission","0"
"Cuba","2 045","20","83","0","Clusters of cases","0"
"Haiti","1 865","281","41","6","Community transmission","0"
